ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	168.175	P	0.00010954
AFFX-BioB-M_at	351.071	P	4.42873e-05
AFFX-BioB-3_at	204.636	P	4.42873e-05
AFFX-BioC-5_at	363.232	P	5.16732e-05
AFFX-BioC-3_at	501.41	P	4.42873e-05
AFFX-BioDn-5_at	1467.02	P	4.42873e-05
AFFX-BioDn-3_at	2415.87	P	5.16732e-05
AFFX-CreX-5_at	6302.45	P	5.16732e-05
AFFX-CreX-3_at	7467.31	P	4.42873e-05
AFFX-DapX-5_at	247.236	P	6.02111e-05
AFFX-DapX-M_at	526.199	P	0.000126798
AFFX-DapX-3_at	703.731	P	4.42873e-05
AFFX-LysX-5_at	31.6513	P	4.42873e-05
AFFX-LysX-M_at	48.7021	P	0.000972149
AFFX-LysX-3_at	73.6462	P	4.42873e-05
AFFX-PheX-5_at	52.4388	P	5.16732e-05
AFFX-PheX-M_at	67.4695	P	8.14279e-05
AFFX-PheX-3_at	65.3395	P	5.16732e-05
AFFX-ThrX-5_at	53.1614	P	0.000126798
AFFX-ThrX-M_at	105.851	P	4.42873e-05
AFFX-ThrX-3_at	175.621	P	4.42873e-05
AFFX-TrpnX-5_at	7.10419	A	0.300606
AFFX-TrpnX-M_at	2.68604	A	0.672921
AFFX-TrpnX-3_at	1.4307	A	0.544587
AFFX-r2-Ec-bioB-5_at	264.346	P	0.000244141
AFFX-r2-Ec-bioB-M_at	308.818	P	0.000244141
AFFX-r2-Ec-bioB-3_at	273.43	P	0.000244141
AFFX-r2-Ec-bioC-5_at	503.213	P	0.000244141
AFFX-r2-Ec-bioC-3_at	578.749	P	0.000244141
AFFX-r2-Ec-bioD-5_at	3061.47	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3514.53	P	0.000244141
AFFX-r2-P1-cre-5_at	7399.48	P	0.000244141
AFFX-r2-P1-cre-3_at	9980.58	P	0.000244141
AFFX-r2-Bs-dap-5_at	352.206	P	0.000244141
AFFX-r2-Bs-dap-M_at	539.236	P	0.000244141
AFFX-r2-Bs-dap-3_at	688.072	P	0.000244141
AFFX-r2-Bs-lys-5_at	47.7462	P	0.000244141
AFFX-r2-Bs-lys-M_at	38.4209	P	0.000244141
AFFX-r2-Bs-lys-3_at	42.0828	P	0.00195313
AFFX-r2-Bs-phe-5_at	88.6263	P	0.000244141
AFFX-r2-Bs-phe-M_at	73.6372	P	0.000244141
AFFX-r2-Bs-phe-3_at	102.826	P	0.000732422
AFFX-r2-Bs-thr-3_s_at	222.901	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	161.313	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	142.176	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	218.881	P	7.00668e-05
AFFX-HUMISGF3A/M97935_MA_at	476.224	P	5.16732e-05
AFFX-HUMISGF3A/M97935_MB_at	409.235	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	945.385	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	217.992	P	4.42873e-05
AFFX-HUMRGE/M10098_M_at	137.645	P	7.00668e-05
