ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	208.383	P	0.000445901
AFFX-BioB-M_at	307.995	P	4.42873e-05
AFFX-BioB-3_at	187.215	P	7.00668e-05
AFFX-BioC-5_at	674.12	P	5.16732e-05
AFFX-BioC-3_at	863.098	P	4.42873e-05
AFFX-BioDn-5_at	1387.92	P	4.42873e-05
AFFX-BioDn-3_at	2799.7	P	6.02111e-05
AFFX-CreX-5_at	6891.54	P	5.16732e-05
AFFX-CreX-3_at	8525.32	P	4.42873e-05
AFFX-DapX-5_at	369.808	P	4.42873e-05
AFFX-DapX-M_at	674.548	P	0.000581214
AFFX-DapX-3_at	752.711	P	4.42873e-05
AFFX-LysX-5_at	39.7375	P	0.000224668
AFFX-LysX-M_at	67.1526	P	0.0020226
AFFX-LysX-3_at	95.0606	P	9.4506e-05
AFFX-PheX-5_at	76.3251	P	6.02111e-05
AFFX-PheX-M_at	88.1825	P	0.00010954
AFFX-PheX-3_at	106.311	P	8.14279e-05
AFFX-ThrX-5_at	117.04	P	0.000146581
AFFX-ThrX-M_at	139.203	P	4.42873e-05
AFFX-ThrX-3_at	229.39	P	4.42873e-05
AFFX-TrpnX-5_at	12.8348	A	0.139482
AFFX-TrpnX-M_at	0.51252	A	0.986189
AFFX-TrpnX-3_at	0.716781	A	0.910522
AFFX-r2-Ec-bioB-5_at	302.348	P	0.000244141
AFFX-r2-Ec-bioB-M_at	261.22	P	0.000244141
AFFX-r2-Ec-bioB-3_at	264.444	P	0.000244141
AFFX-r2-Ec-bioC-5_at	719.706	P	0.000244141
AFFX-r2-Ec-bioC-3_at	970.58	P	0.000244141
AFFX-r2-Ec-bioD-5_at	3075.71	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3753.09	P	0.000244141
AFFX-r2-P1-cre-5_at	8110.19	P	0.000244141
AFFX-r2-P1-cre-3_at	11022.8	P	0.000244141
AFFX-r2-Bs-dap-5_at	466.985	P	0.000244141
AFFX-r2-Bs-dap-M_at	650.545	P	0.000244141
AFFX-r2-Bs-dap-3_at	919.29	P	0.000244141
AFFX-r2-Bs-lys-5_at	54.2916	P	0.0012207
AFFX-r2-Bs-lys-M_at	56.1418	P	0.000244141
AFFX-r2-Bs-lys-3_at	46.1305	P	0.000244141
AFFX-r2-Bs-phe-5_at	103.742	P	0.000244141
AFFX-r2-Bs-phe-M_at	99.4081	P	0.000244141
AFFX-r2-Bs-phe-3_at	143.851	P	0.0012207
AFFX-r2-Bs-thr-3_s_at	276.505	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	207.113	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	161.417	P	0.0012207
AFFX-HUMISGF3A/M97935_5_at	178.107	P	6.01289e-05
AFFX-HUMISGF3A/M97935_MA_at	267.8	P	0.00010954
AFFX-HUMISGF3A/M97935_MB_at	268.13	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	753.5	P	7.00668e-05
AFFX-HUMRGE/M10098_5_at	446.452	P	4.42873e-05
AFFX-HUMRGE/M10098_M_at	212.379	P	7.00668e-05
AFFX-HUMRGE/M10098_3_at	282.988	P	7.00668e-05
AFFX-HUMGAPDH/M33197_5_at	5120.59	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	5362.79	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	5964.32	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	10835.5	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	11509.9	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	12868.9	P	4.42873e-05
AFFX-M27830_5_at	640.599	P	4.42873e-05
AFFX-M27830_M_at	1658.5	P	0.00227496
AFFX-M27830_3_at	2.67275	A	0.783476
AFFX-hum_alu_at	13909.5	P	2.6068e-13
1007_s_at	127.598	P	0.0149366
1053_at	122.849	P	0.00418033
117_at	110.304	P	0.000388206
121_at	85.3409	P	0.0313357
1255_g_at	22.8177	A	0.35869
1294_at	497.081	P	0.000218889
1316_at	19.2143	M	0.0604193
1320_at	0.867903	A	0.975289
1405_i_at	4391.06	P	0.00049077
1431_at	8.20219	A	0.150527
1438_at	3.47809	A	0.795978
1487_at	178.488	P	0.0278597
1494_f_at	18.0986	A	0.339533
1598_g_at	92.2061	M	0.0544704
160020_at	40.6867	P	0.0278597
1729_at	506.72	P	0.000218889
1773_at	61.5648	P	0.00564279
177_at	20.24	P	0.0218664
179_at	164.675	P	0.0489947
1861_at	78.4694	P	0.00653198
200000_s_at	1089.21	P	0.000244141
200001_at	1680.09	P	0.000244141
200002_at	8371.35	P	0.000244141
200003_s_at	14475.5	P	0.000244141
200004_at	5016.15	P	0.000244141
200005_at	2804.42	P	0.000244141
200006_at	3308.25	P	0.000244141
200007_at	2269.24	P	0.000244141
200008_s_at	1703.32	P	0.000244141
200009_at	3449.44	P	0.000244141
200010_at	10731.3	P	0.000244141
200011_s_at	999.235	P	0.000244141
200012_x_at	9520.45	P	0.000244141
200013_at	10766.3	P	0.000244141
200014_s_at	1279.35	P	0.000244141
200015_s_at	2094.05	P	0.000732422
200016_x_at	9074.02	P	0.000244141
200017_at	12098.1	P	0.000244141
200018_at	12010.4	P	0.000244141
200019_s_at	9097.13	P	0.000244141
200020_at	864.127	P	0.000244141
200021_at	7711.36	P	0.0012207
200022_at	10659	P	0.000244141
200023_s_at	4051.35	P	0.000244141
200024_at	8450.72	P	0.000244141
200025_s_at	10813.2	P	0.000244141
200026_at	11834.8	P	0.000244141
200027_at	1370.18	P	0.000244141
200028_s_at	1051.64	P	0.000244141
200029_at	10328.4	P	0.000244141
200030_s_at	2629.65	P	0.000244141
200031_s_at	13869	P	0.000244141
200032_s_at	13251.7	P	0.000244141
200033_at	7703.38	P	0.000244141
200034_s_at	9645.16	P	0.000244141
200035_at	293.047	P	0.0012207
200036_s_at	8483.5	P	0.000244141
200037_s_at	1446.96	P	0.000244141
200038_s_at	11276.4	P	0.000244141
200039_s_at	680.59	P	0.000244141
200040_at	1848.04	P	0.000244141
200041_s_at	2369.05	P	0.000244141
200042_at	453.883	P	0.000244141
200043_at	1513.35	P	0.000244141
200044_at	1091.98	P	0.000244141
200045_at	397.534	P	0.000244141
200046_at	1190.66	P	0.000244141
200047_s_at	2104.72	P	0.000244141
200048_s_at	2474.3	P	0.000244141
200049_at	256.753	P	0.000244141
200050_at	750.328	P	0.000244141
200051_at	270.226	P	0.000244141
200052_s_at	591.991	P	0.000244141
200053_at	505.178	P	0.000244141
200054_at	121.569	P	0.000244141
200055_at	1141.94	P	0.000244141
200056_s_at	393.993	P	0.000244141
200057_s_at	3216.71	P	0.000244141
200058_s_at	1132.92	P	0.000244141
200059_s_at	5319.24	P	0.000244141
200060_s_at	1259.49	P	0.000244141
200061_s_at	10030.8	P	0.000244141
200062_s_at	13376.4	P	0.000244141
200063_s_at	7302.39	P	0.000244141
200064_at	2410.68	P	0.000244141
200065_s_at	3252.62	P	0.000244141
200066_at	939.744	P	0.000244141
200067_x_at	1635.55	P	0.000244141
200068_s_at	1393.03	P	0.000244141
200069_at	405.84	P	0.000244141
200070_at	302.922	P	0.000244141
200071_at	662.415	P	0.000244141
200072_s_at	1561.09	P	0.000244141
200073_s_at	1881.62	P	0.000244141
200074_s_at	6331.4	P	0.000244141
200075_s_at	575.121	P	0.000244141
200076_s_at	329.755	P	0.000732422
200077_s_at	8446.9	P	0.000244141
200078_s_at	650.903	P	0.000244141
200079_s_at	1215.6	P	0.000244141
200080_s_at	8659	P	0.000244141
200081_s_at	12037.7	P	0.000244141
200082_s_at	9160.39	P	0.000244141
200083_at	577.948	P	0.000244141
200084_at	1328.05	P	0.000244141
200085_s_at	1270.58	P	0.000244141
200086_s_at	3139.78	P	0.000244141
200087_s_at	1458.69	P	0.000244141
200088_x_at	11276	P	0.000244141
200089_s_at	7592.48	P	0.000244141
200090_at	2222.89	P	0.000244141
200091_s_at	8956.69	P	0.000244141
200092_s_at	11295.1	P	0.000244141
200093_s_at	2266.72	P	0.000244141
200094_s_at	8148.26	P	0.000244141
200095_x_at	13585.2	P	0.000244141
200096_s_at	2725.12	P	0.000244141
200097_s_at	2354.37	P	0.000244141
200098_s_at	1566.45	P	0.000244141
200099_s_at	14482.5	P	0.000244141
200593_s_at	1002.86	P	0.000244141
200594_x_at	2023.22	P	0.000244141
200595_s_at	1392.99	P	0.000244141
200596_s_at	540.881	P	0.000244141
200597_at	251.505	P	0.000244141
200598_s_at	597.383	P	0.000244141
200599_s_at	1530.53	P	0.000244141
200600_at	2961.25	P	0.000244141
200601_at	320.112	P	0.00195313
200602_at	285.286	P	0.000244141
200603_at	1995.28	P	0.000244141
200604_s_at	962.837	P	0.000244141
200605_s_at	2530.21	P	0.000244141
200606_at	133.667	P	0.000244141
200607_s_at	593.676	P	0.000244141
200608_s_at	1379.04	P	0.000244141
200609_s_at	2590.69	P	0.000244141
200610_s_at	1942.4	P	0.000244141
200611_s_at	2150.38	P	0.000244141
200612_s_at	360.364	P	0.000244141
200613_at	1218.09	P	0.000244141
200614_at	1687.1	P	0.000244141
200615_s_at	292.121	P	0.000244141
200616_s_at	156.874	P	0.000244141
200617_at	245.057	P	0.000244141
200618_at	1170.51	P	0.000244141
200619_at	535.793	P	0.00292969
200620_at	1528.62	P	0.000244141
200621_at	324.638	P	0.000732422
200622_x_at	1022.25	P	0.000244141
200623_s_at	592.384	P	0.000244141
200624_s_at	1718.08	P	0.000244141
200625_s_at	3450.96	P	0.000244141
200626_s_at	2243.28	P	0.000244141
200627_at	3282.47	P	0.000244141
200628_s_at	368.91	P	0.0141602
200629_at	504.774	P	0.000244141
200630_x_at	2246.89	P	0.000244141
200631_s_at	1834.25	P	0.000244141
200632_s_at	343.907	P	0.000732422
200633_at	8413.79	P	0.000244141
200634_at	4030.12	P	0.000244141
200635_s_at	8.43383	A	0.633789
200636_s_at	22.3888	A	0.601074
200637_s_at	3.54234	A	0.870361
200638_s_at	3608.35	P	0.000244141
200639_s_at	3140.66	P	0.000244141
200640_at	3610.21	P	0.000244141
200641_s_at	3344.46	P	0.000244141
200642_at	2115.15	P	0.000244141
200643_at	175.022	P	0.00292969
200644_at	597.169	P	0.000244141
200645_at	2970.78	P	0.000244141
200646_s_at	174.137	P	0.0012207
200647_x_at	1999.07	P	0.000244141
200648_s_at	330.433	P	0.00195313
200649_at	301.028	P	0.000244141
200650_s_at	1960.93	P	0.000244141
200651_at	8865.25	P	0.000244141
200652_at	1823.12	P	0.000244141
200653_s_at	5573.1	P	0.000244141
200654_at	1062.4	P	0.00805664
200655_s_at	3907.34	P	0.000244141
200656_s_at	523.714	P	0.000732422
200657_at	1800.42	P	0.000732422
200658_s_at	356.761	P	0.000244141
200659_s_at	136.568	P	0.000244141
200660_at	1284.78	P	0.000732422
200661_at	2189.42	P	0.000244141
200662_s_at	1222.49	P	0.000244141
200663_at	866.165	P	0.000244141
200664_s_at	536.487	P	0.0012207
200665_s_at	2378.52	P	0.000244141
200666_s_at	711.497	P	0.000244141
200667_at	1237.95	P	0.000244141
200668_s_at	3766.38	P	0.000244141
200669_s_at	1757.16	P	0.000244141
200670_at	491.394	P	0.000244141
200671_s_at	143.501	P	0.00585938
200672_x_at	287.209	P	0.000244141
200673_at	1419.28	P	0.000244141
200674_s_at	9973.73	P	0.000244141
200675_at	1035.77	P	0.000244141
200676_s_at	151.768	P	0.000732422
200677_at	1364.88	P	0.000244141
200678_x_at	1285.68	P	0.000244141
200679_x_at	1873.73	P	0.000244141
200680_x_at	4876.46	P	0.000244141
200681_at	634.197	P	0.000244141
200682_s_at	1295.74	P	0.000244141
200683_s_at	610.635	P	0.000244141
200684_s_at	245.511	P	0.000244141
200685_at	549.357	P	0.000732422
200686_s_at	2630.36	P	0.000244141
200687_s_at	321.043	P	0.000244141
200688_at	73.9511	P	0.0185547
200689_x_at	8277.48	P	0.000244141
200690_at	102.897	P	0.00195313
200691_s_at	693.343	P	0.000244141
200692_s_at	414.032	P	0.000244141
200693_at	1598.48	P	0.000244141
200694_s_at	902.648	P	0.000244141
200695_at	227.447	P	0.000244141
200696_s_at	331.733	P	0.0012207
200697_at	682.722	P	0.000244141
200698_at	226.255	P	0.000244141
200699_at	118.336	P	0.000244141
200700_s_at	501.247	P	0.000244141
200701_at	1078.67	P	0.000244141
200702_s_at	260.852	P	0.000244141
