ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	109.095	P	0.000445901
AFFX-BioB-M_at	276.233	P	4.42873e-05
AFFX-BioB-3_at	124.59	P	5.16732e-05
AFFX-BioC-5_at	460.086	P	4.42873e-05
AFFX-BioC-3_at	499.618	P	5.16732e-05
AFFX-BioDn-5_at	900.684	P	4.42873e-05
AFFX-BioDn-3_at	1761.46	P	4.42873e-05
AFFX-CreX-5_at	4488.01	P	5.16732e-05
AFFX-CreX-3_at	5870.08	P	4.42873e-05
AFFX-DapX-5_at	181.979	P	6.02111e-05
AFFX-DapX-M_at	343.092	P	0.000445901
AFFX-DapX-3_at	477.062	P	6.02111e-05
AFFX-LysX-5_at	20.8965	P	0.000389797
AFFX-LysX-M_at	37.8123	P	0.00618711
AFFX-LysX-3_at	41.7863	P	0.000581214
AFFX-PheX-5_at	28.3946	P	0.00010954
AFFX-PheX-M_at	42.515	P	0.000195116
AFFX-PheX-3_at	47.5437	P	0.00141043
AFFX-ThrX-5_at	50.5598	P	0.000581214
AFFX-ThrX-M_at	76.7767	P	5.16732e-05
AFFX-ThrX-3_at	118.901	P	4.42873e-05
AFFX-TrpnX-5_at	5.02574	A	0.5
AFFX-TrpnX-M_at	0.920703	A	0.922016
AFFX-TrpnX-3_at	2.16931	A	0.440641
AFFX-r2-Ec-bioB-5_at	171.209	P	0.000244141
AFFX-r2-Ec-bioB-M_at	209.559	P	0.000244141
AFFX-r2-Ec-bioB-3_at	176.927	P	0.000244141
AFFX-r2-Ec-bioC-5_at	558.11	P	0.000244141
AFFX-r2-Ec-bioC-3_at	619.478	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2205.74	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2980.56	P	0.000244141
AFFX-r2-P1-cre-5_at	6292.72	P	0.000244141
AFFX-r2-P1-cre-3_at	9022.01	P	0.000244141
AFFX-r2-Bs-dap-5_at	261.492	P	0.000244141
AFFX-r2-Bs-dap-M_at	336.927	P	0.000244141
AFFX-r2-Bs-dap-3_at	467.908	P	0.000244141
AFFX-r2-Bs-lys-5_at	27.4231	P	0.000732422
AFFX-r2-Bs-lys-M_at	38.8541	P	0.000244141
AFFX-r2-Bs-lys-3_at	26.9292	P	0.00195313
AFFX-r2-Bs-phe-5_at	39.5834	P	0.000244141
AFFX-r2-Bs-phe-M_at	51.0732	P	0.000244141
AFFX-r2-Bs-phe-3_at	76.5243	P	0.000732422
AFFX-r2-Bs-thr-3_s_at	143.159	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	122.108	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	76.6652	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	279.628	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MA_at	576.099	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MB_at	567.942	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1473.16	P	5.16732e-05
AFFX-HUMRGE/M10098_5_at	136.719	P	7.00668e-05
AFFX-HUMRGE/M10098_M_at	86.2631	P	0.000389797
AFFX-HUMRGE/M10098_3_at	93.9456	P	0.00010954
AFFX-HUMGAPDH/M33197_5_at	2334.8	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	2341.97	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	3059.12	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	7914.36	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	8630.91	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	8850.5	P	4.42873e-05
AFFX-M27830_5_at	252.632	P	5.16732e-05
AFFX-M27830_M_at	379.991	P	0.00556451
AFFX-M27830_3_at	2.35974	A	0.814869
AFFX-hum_alu_at	11091.3	P	2.6068e-13
1007_s_at	20.4363	P	0.0393654
1053_at	51.6152	P	0.00486276
117_at	1401.41	P	0.000218889
121_at	57.1633	M	0.0544704
1255_g_at	4.34408	A	0.621835
1294_at	166.994	P	0.000321521
1316_at	14.2722	P	0.00306668
1320_at	1.89183	A	0.901946
1405_i_at	664.273	P	0.00049077
1431_at	11.4023	P	0.00160229
1438_at	9.34157	A	0.32083
1487_at	96.9076	P	0.0313357
1494_f_at	19.8845	P	0.024711
1598_g_at	34.8348	A	0.0738301
160020_at	22.3525	P	0.0193035
1729_at	159.109	P	0.000561689
1773_at	26.9005	M	0.0544704
177_at	8.04095	P	0.024711
179_at	85.9768	M	0.0604193
1861_at	46.8875	P	0.00306668
200000_s_at	238.524	P	0.000244141
200001_at	529.294	P	0.000244141
200002_at	1476.47	P	0.000244141
200003_s_at	7315.46	P	0.000244141
200004_at	2108.07	P	0.000244141
200005_at	667.841	P	0.000244141
200006_at	718.365	P	0.000244141
200007_at	1130.8	P	0.000244141
200008_s_at	505.188	P	0.000244141
200009_at	988.722	P	0.000244141
200010_at	3811.44	P	0.000244141
200011_s_at	488.133	P	0.000244141
200012_x_at	4898.18	P	0.000244141
200013_at	2268.42	P	0.000244141
200014_s_at	688.701	P	0.000244141
200015_s_at	459.005	P	0.0012207
200016_x_at	2103.09	P	0.000244141
200017_at	3992.33	P	0.000244141
200018_at	4903.06	P	0.000244141
200019_s_at	2987.27	P	0.000244141
200020_at	220.196	P	0.000244141
200021_at	5533.6	P	0.000732422
200022_at	3120.31	P	0.000244141
200023_s_at	929.362	P	0.000244141
200024_at	2227.49	P	0.000244141
200025_s_at	4020.27	P	0.000244141
200026_at	6022.79	P	0.000732422
200027_at	341.363	P	0.000244141
200028_s_at	167.254	P	0.000244141
200029_at	4220.86	P	0.000244141
200030_s_at	998.903	P	0.000244141
200031_s_at	6233.85	P	0.000244141
200032_s_at	5564.75	P	0.000244141
200033_at	3179.99	P	0.000244141
200034_s_at	2779.48	P	0.000244141
200035_at	172.607	P	0.00195313
200036_s_at	1574.97	P	0.000244141
200037_s_at	474.079	P	0.000244141
200038_s_at	3988.82	P	0.000244141
200039_s_at	277.594	P	0.000732422
200040_at	444.643	P	0.000244141
200041_s_at	765.465	P	0.000244141
200042_at	113.05	P	0.000244141
200043_at	489.276	P	0.000244141
200044_at	463.09	P	0.000244141
200045_at	107.806	P	0.000244141
200046_at	424.704	P	0.000244141
200047_s_at	816.05	P	0.000244141
200048_s_at	1038.2	P	0.000244141
200049_at	117.765	P	0.000244141
200050_at	133.484	P	0.000732422
200051_at	168.159	P	0.000244141
200052_s_at	117.758	P	0.000244141
200053_at	157.33	P	0.000732422
200054_at	30.5149	P	0.0239258
200055_at	761.99	P	0.000244141
200056_s_at	194.724	P	0.000244141
200057_s_at	775.054	P	0.000244141
200058_s_at	392.52	P	0.000244141
200059_s_at	3761.9	P	0.000244141
200060_s_at	304.25	P	0.000732422
200061_s_at	4588.67	P	0.000244141
200062_s_at	5195.06	P	0.000244141
200063_s_at	1385.92	P	0.000244141
200064_at	441.448	P	0.000732422
200065_s_at	2013.94	P	0.000244141
200066_at	426.139	P	0.000244141
200067_x_at	836.795	P	0.000732422
200068_s_at	414.614	P	0.000244141
200069_at	60.7157	P	0.000244141
200070_at	125.867	P	0.000244141
200071_at	370.8	P	0.000244141
200072_s_at	415.122	P	0.000244141
200073_s_at	442.133	P	0.000244141
200074_s_at	1230.12	P	0.000244141
200075_s_at	660.582	P	0.000244141
200076_s_at	206.52	P	0.00292969
200077_s_at	6231.17	P	0.000244141
200078_s_at	1514.98	P	0.000244141
200079_s_at	345.252	P	0.000244141
200080_s_at	6978.63	P	0.000244141
200081_s_at	4298.27	P	0.000244141
200082_s_at	2471.71	P	0.000244141
200083_at	220.005	P	0.000732422
200084_at	322.148	P	0.000244141
200085_s_at	848.749	P	0.000244141
200086_s_at	768.803	P	0.000244141
200087_s_at	465.043	P	0.000244141
200088_x_at	3729.5	P	0.000244141
200089_s_at	1714.39	P	0.000244141
200090_at	697.949	P	0.000732422
200091_s_at	2343.91	P	0.000244141
200092_s_at	4879.08	P	0.000244141
200093_s_at	355.259	P	0.000244141
200094_s_at	1293.84	P	0.000244141
200095_x_at	4147.54	P	0.000244141
200096_s_at	1795.61	P	0.000244141
200097_s_at	1068.6	P	0.000244141
200098_s_at	300.327	P	0.000732422
200099_s_at	6208.81	P	0.000244141
200593_s_at	484.513	P	0.000244141
200594_x_at	756.335	P	0.000244141
200595_s_at	373.222	P	0.000244141
200596_s_at	149.63	P	0.000244141
200597_at	75.5609	P	0.000244141
200598_s_at	170.851	P	0.000244141
200599_s_at	458.48	P	0.000244141
200600_at	2148.87	P	0.000244141
200601_at	250.728	P	0.000244141
200602_at	39.662	P	0.000244141
200603_at	1840.21	P	0.000244141
200604_s_at	1136.16	P	0.000244141
200605_s_at	2468.48	P	0.000244141
200606_at	12.3213	P	0.0183105
200607_s_at	492.219	P	0.000244141
200608_s_at	996.387	P	0.000244141
200609_s_at	1362.6	P	0.000244141
200610_s_at	324.307	P	0.000244141
200611_s_at	900.737	P	0.000244141
200612_s_at	138.16	P	0.0012207
200613_at	437.991	P	0.000732422
200614_at	877.529	P	0.000244141
200615_s_at	97.9665	P	0.000244141
200616_s_at	46.048	P	0.0302734
200617_at	88.959	P	0.0107422
200618_at	1568.75	P	0.000244141
200619_at	289.352	P	0.0107422
200620_at	1588.27	P	0.000244141
200621_at	96.0077	P	0.0012207
200622_x_at	381.056	P	0.000244141
200623_s_at	270.453	P	0.000244141
200624_s_at	373.217	P	0.000244141
200625_s_at	3608.41	P	0.000244141
200626_s_at	439.59	P	0.000244141
200627_at	1020.63	P	0.000244141
200628_s_at	512.812	P	0.00195313
200629_at	737.309	P	0.000244141
200630_x_at	647.768	P	0.000244141
200631_s_at	486.775	P	0.000244141
200632_s_at	299.587	P	0.0012207
200633_at	5360.41	P	0.000244141
200634_at	2732.47	P	0.000244141
200635_s_at	2.45056	A	0.870361
200636_s_at	2.89066	A	0.828613
200637_s_at	10.3257	A	0.432373
200638_s_at	1581.99	P	0.000244141
200639_s_at	1455.73	P	0.000244141
200640_at	1349.4	P	0.000244141
200641_s_at	1459.82	P	0.000244141
200642_at	384.025	P	0.000244141
200643_at	94.9423	P	0.00805664
200644_at	284.422	P	0.000732422
200645_at	3126.91	P	0.000244141
200646_s_at	183.264	P	0.000732422
200647_x_at	488.551	P	0.000244141
200648_s_at	3274.28	P	0.000244141
200649_at	365.505	P	0.000244141
200650_s_at	747.05	P	0.000244141
200651_at	2339.02	P	0.000244141
200652_at	742.101	P	0.000244141
200653_s_at	2083.79	P	0.000244141
200654_at	389.782	P	0.00415039
200655_s_at	892.14	P	0.000244141
200656_s_at	177.774	P	0.0012207
200657_at	568.148	P	0.000244141
200658_s_at	57.1642	P	0.000244141
200659_s_at	66.0488	P	0.00292969
200660_at	4206.73	P	0.000732422
200661_at	568.488	P	0.000244141
200662_s_at	213.355	P	0.000244141
200663_at	997.038	P	0.000244141
200664_s_at	183.099	P	0.00415039
200665_s_at	317.495	P	0.0012207
200666_s_at	235.972	P	0.000244141
200667_at	1029.02	P	0.000244141
200668_s_at	2887.77	P	0.000244141
200669_s_at	1920.72	P	0.000244141
200670_at	163.635	P	0.000732422
200671_s_at	30.614	P	0.0461426
200672_x_at	98.4458	P	0.000244141
200673_at	959.065	P	0.000244141
200674_s_at	4992.72	P	0.000244141
200675_at	204.703	P	0.000244141
200676_s_at	49.892	P	0.000732422
200677_at	1087.03	P	0.000244141
200678_x_at	1046.38	P	0.000244141
200679_x_at	565.893	P	0.000244141
200680_x_at	2138.97	P	0.000244141
200681_at	150.505	P	0.000732422
200682_s_at	582.283	P	0.000244141
200683_s_at	238.693	P	0.000244141
200684_s_at	89.8817	P	0.000732422
200685_at	62.7506	P	0.000732422
200686_s_at	484.091	P	0.000732422
200687_s_at	67.3771	P	0.0107422
200688_at	31.75	A	0.149658
200689_x_at	2394.03	P	0.000244141
200690_at	14.6659	A	0.171387
200691_s_at	122.319	P	0.000732422
200692_s_at	79.6467	P	0.000244141
200693_at	374.535	P	0.000244141
200694_s_at	126.389	P	0.000244141
200695_at	105.181	P	0.0185547
200696_s_at	553.145	P	0.000244141
200697_at	255.565	P	0.000244141
200698_at	91.5788	P	0.000244141
200699_at	62.7666	P	0.000732422
200700_s_at	168.688	P	0.000244141
200701_at	1100.82	P	0.000244141
200702_s_at	38.873	P	0.00415039
200703_at	514.144	P	0.000244141
200704_at	5659.97	P	0.000244141
200705_s_at	1333.77	P	0.000244141
200706_s_at	3866.21	P	0.000244141
200707_at	185.541	P	0.00195313
200708_at	68.1555	P	0.0012207
200709_at	1512.64	P	0.000244141
200710_at	241.844	P	0.000244141
200711_s_at	186.755	P	0.000244141
200712_s_at	222.554	P	0.000244141
200713_s_at	562.34	P	0.000244141
200714_x_at	661.417	P	0.000244141
200715_x_at	1440.24	P	0.000244141
200716_x_at	5909.47	P	0.000244141
200717_x_at	4677.38	P	0.000244141
200718_s_at	1576.14	P	0.000244141
200719_at	90.9412	P	0.000244141
