ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	135.868	P	0.000258358
AFFX-BioB-M_at	198.354	P	4.42873e-05
AFFX-BioB-3_at	104.316	P	7.00668e-05
AFFX-BioC-5_at	442.623	P	5.16732e-05
AFFX-BioC-3_at	518.35	P	4.42873e-05
AFFX-BioDn-5_at	854.067	P	4.42873e-05
AFFX-BioDn-3_at	1963.97	P	5.16732e-05
AFFX-CreX-5_at	4676.91	P	4.42873e-05
AFFX-CreX-3_at	5967.9	P	4.42873e-05
AFFX-DapX-5_at	360.465	P	4.42873e-05
AFFX-DapX-M_at	662.985	P	0.00010954
AFFX-DapX-3_at	876.122	P	5.16732e-05
AFFX-LysX-5_at	46.4828	P	5.16732e-05
AFFX-LysX-M_at	82.2018	P	0.0020226
AFFX-LysX-3_at	122.126	P	9.4506e-05
AFFX-PheX-5_at	65.317	P	4.42873e-05
AFFX-PheX-M_at	105.88	P	7.00668e-05
AFFX-PheX-3_at	90.3668	P	4.42873e-05
AFFX-ThrX-5_at	91.5173	P	0.00010954
AFFX-ThrX-M_at	130.848	P	4.42873e-05
AFFX-ThrX-3_at	230.663	P	4.42873e-05
AFFX-TrpnX-5_at	8.47554	A	0.51489
AFFX-TrpnX-M_at	2.17863	A	0.659339
AFFX-TrpnX-3_at	1.00777	A	0.760937
AFFX-r2-Ec-bioB-5_at	197.171	P	0.000244141
AFFX-r2-Ec-bioB-M_at	222.832	P	0.000244141
AFFX-r2-Ec-bioB-3_at	228.546	P	0.000244141
AFFX-r2-Ec-bioC-5_at	634.041	P	0.000244141
AFFX-r2-Ec-bioC-3_at	596.284	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2483.55	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2792.92	P	0.000244141
AFFX-r2-P1-cre-5_at	6351.76	P	0.000244141
AFFX-r2-P1-cre-3_at	8087.31	P	0.000244141
AFFX-r2-Bs-dap-5_at	576.68	P	0.000244141
AFFX-r2-Bs-dap-M_at	715.288	P	0.000244141
AFFX-r2-Bs-dap-3_at	888.574	P	0.000244141
AFFX-r2-Bs-lys-5_at	83.6303	P	0.000244141
AFFX-r2-Bs-lys-M_at	64.987	P	0.000732422
AFFX-r2-Bs-lys-3_at	61.9229	P	0.000732422
AFFX-r2-Bs-phe-5_at	123.586	P	0.000244141
AFFX-r2-Bs-phe-M_at	121.274	P	0.000244141
AFFX-r2-Bs-phe-3_at	153.534	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	284.391	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	226.222	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	144.102	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	246.023	P	5.16732e-05
AFFX-HUMISGF3A/M97935_MA_at	469.076	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MB_at	400.834	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1113.89	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	79.3936	P	7.00668e-05
AFFX-HUMRGE/M10098_M_at	33.0634	P	0.00179591
AFFX-HUMRGE/M10098_3_at	77.708	P	0.00227496
AFFX-HUMGAPDH/M33197_5_at	3802.75	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	3585.63	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	4073.54	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	5188.32	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	6104.14	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	7472.87	P	4.42873e-05
AFFX-M27830_5_at	429.397	P	4.42873e-05
AFFX-M27830_M_at	1294.63	P	0.0020226
AFFX-M27830_3_at	16.6575	A	0.5
AFFX-hum_alu_at	11550.2	P	2.6068e-13
1007_s_at	58.4234	P	0.0278597
1053_at	73.3322	P	0.00564279
117_at	124.798	P	0.000218889
121_at	99.9092	P	0.00754291
1255_g_at	1.42818	A	0.64131
1294_at	187.863	P	0.000804598
1316_at	21.846	P	0.0130918
1320_at	1.02012	A	0.951005
1405_i_at	809.652	P	0.00049077
1431_at	9.1214	P	0.0113336
1438_at	3.41845	A	0.561639
1487_at	100.907	A	0.0668649
1494_f_at	20.5429	P	0.0351629
1598_g_at	48.3927	A	0.138765
160020_at	57.6476	P	0.0393654
1729_at	182.175	P	0.000673102
1773_at	36.7383	M	0.0604193
177_at	24.6962	P	0.00998544
179_at	82.4095	P	0.0351629
1861_at	44.3446	P	0.0149366
200000_s_at	408.886	P	0.000244141
200001_at	785.32	P	0.000244141
200002_at	4703.39	P	0.000244141
200003_s_at	11253.2	P	0.000244141
200004_at	2698.76	P	0.000244141
200005_at	1737.3	P	0.000244141
200006_at	2157.29	P	0.000244141
200007_at	1862.49	P	0.000244141
200008_s_at	1236.35	P	0.000244141
200009_at	2198.88	P	0.000244141
200010_at	7638.14	P	0.000244141
200011_s_at	433.817	P	0.000244141
200012_x_at	7030.33	P	0.000244141
200013_at	7276.79	P	0.000244141
200014_s_at	1048.95	P	0.000244141
200015_s_at	1147.34	P	0.000732422
200016_x_at	5954.23	P	0.000244141
200017_at	8500.82	P	0.000244141
200018_at	8350	P	0.000244141
200019_s_at	5995.45	P	0.000244141
200020_at	585.756	P	0.000244141
200021_at	4226.43	P	0.0012207
200022_at	7213.79	P	0.000244141
200023_s_at	2704.98	P	0.000244141
200024_at	5621.35	P	0.000732422
200025_s_at	6679.64	P	0.000244141
200026_at	9146.17	P	0.000244141
200027_at	1264.37	P	0.000244141
200028_s_at	682.179	P	0.000244141
200029_at	7411.69	P	0.000244141
200030_s_at	2018.85	P	0.000244141
200031_s_at	10643	P	0.000244141
200032_s_at	10082.6	P	0.000244141
200033_at	4450.64	P	0.000244141
200034_s_at	6721.6	P	0.000244141
200035_at	149.636	P	0.0012207
200036_s_at	4491.94	P	0.000244141
200037_s_at	1202.97	P	0.000244141
200038_s_at	8304.79	P	0.000244141
200039_s_at	688.984	P	0.000244141
200040_at	1145.62	P	0.000244141
200041_s_at	1052.1	P	0.000244141
200042_at	366.913	P	0.000244141
200043_at	1096.84	P	0.000244141
200044_at	622.672	P	0.000244141
200045_at	218.042	P	0.000244141
200046_at	739.006	P	0.000244141
200047_s_at	1336.68	P	0.000244141
200048_s_at	1197.9	P	0.000244141
200049_at	143.011	P	0.000244141
200050_at	567.306	P	0.000732422
200051_at	148.72	P	0.000244141
200052_s_at	431	P	0.000244141
200053_at	318.691	P	0.000244141
200054_at	110.389	P	0.00415039
200055_at	543.347	P	0.000244141
200056_s_at	237.882	P	0.000244141
200057_s_at	1770.61	P	0.000244141
200058_s_at	517.174	P	0.000244141
200059_s_at	4017.21	P	0.000244141
200060_s_at	594.73	P	0.000732422
200061_s_at	7420.57	P	0.000244141
200062_s_at	9573.82	P	0.000244141
200063_s_at	5315.58	P	0.000244141
200064_at	1530.28	P	0.000244141
200065_s_at	1811.76	P	0.000244141
200066_at	714.549	P	0.000244141
200067_x_at	1279.94	P	0.000244141
200068_s_at	1053.99	P	0.000244141
200069_at	219.78	P	0.000732422
200070_at	120.936	P	0.000244141
200071_at	513.316	P	0.000244141
200072_s_at	800.01	P	0.000244141
