ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	134.578	P	0.000340305
AFFX-BioB-M_at	272.462	P	5.16732e-05
AFFX-BioB-3_at	140.567	P	6.02111e-05
AFFX-BioC-5_at	442.729	P	4.42873e-05
AFFX-BioC-3_at	535.14	P	4.42873e-05
AFFX-BioDn-5_at	1192.25	P	4.42873e-05
AFFX-BioDn-3_at	1917.98	P	4.42873e-05
AFFX-CreX-5_at	4709.77	P	5.16732e-05
AFFX-CreX-3_at	5513.07	P	4.42873e-05
AFFX-DapX-5_at	67.3163	P	0.000126798
AFFX-DapX-M_at	207.009	P	0.000662269
AFFX-DapX-3_at	330.399	P	7.00668e-05
AFFX-LysX-5_at	12.349	P	0.00618711
AFFX-LysX-M_at	19.1734	M	0.0629293
AFFX-LysX-3_at	34.9595	P	0.000258358
AFFX-PheX-5_at	16.9069	P	0.000224668
AFFX-PheX-M_at	23.4601	P	0.00844047
AFFX-PheX-3_at	57.859	P	0.0020226
AFFX-ThrX-5_at	30.9084	P	0.002867
AFFX-ThrX-M_at	38.5788	P	0.000169227
AFFX-ThrX-3_at	95.9207	P	4.42873e-05
AFFX-TrpnX-5_at	11.4093	A	0.239063
AFFX-TrpnX-M_at	0.60903	A	0.904333
AFFX-TrpnX-3_at	8.18642	A	0.340661
AFFX-r2-Ec-bioB-5_at	199.452	P	0.000244141
AFFX-r2-Ec-bioB-M_at	259.739	P	0.000244141
AFFX-r2-Ec-bioB-3_at	226.735	P	0.000244141
AFFX-r2-Ec-bioC-5_at	598.573	P	0.000244141
AFFX-r2-Ec-bioC-3_at	603.505	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2562.33	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2966.6	P	0.000244141
AFFX-r2-P1-cre-5_at	5870.67	P	0.000244141
AFFX-r2-P1-cre-3_at	7709.03	P	0.000244141
AFFX-r2-Bs-dap-5_at	94.8126	P	0.000244141
AFFX-r2-Bs-dap-M_at	212.419	P	0.000244141
AFFX-r2-Bs-dap-3_at	333.997	P	0.000244141
AFFX-r2-Bs-lys-5_at	10.5327	A	0.219482
AFFX-r2-Bs-lys-M_at	18.3893	P	0.0012207
AFFX-r2-Bs-lys-3_at	31.7958	P	0.013916
AFFX-r2-Bs-phe-5_at	26.388	P	0.00415039
AFFX-r2-Bs-phe-M_at	31.4755	P	0.000244141
AFFX-r2-Bs-phe-3_at	74.7551	P	0.00805664
AFFX-r2-Bs-thr-3_s_at	136.985	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	97.8976	P	0.00195313
AFFX-r2-Bs-thr-5_s_at	41.9797	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	160.516	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MA_at	420.741	P	5.16732e-05
AFFX-HUMISGF3A/M97935_MB_at	423.102	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	955.292	P	7.00668e-05
AFFX-HUMRGE/M10098_5_at	80.3101	P	0.000509415
AFFX-HUMRGE/M10098_M_at	59.283	P	0.0044838
AFFX-HUMRGE/M10098_3_at	66.0998	P	0.0012475
AFFX-HUMGAPDH/M33197_5_at	2120.61	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	1777.34	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	2491.89	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	5831.53	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	7068.99	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	8402.08	P	4.42873e-05
AFFX-M27830_5_at	188.946	P	8.14279e-05
AFFX-M27830_M_at	332.75	P	0.00359458
AFFX-M27830_3_at	3.54321	A	0.860518
AFFX-hum_alu_at	10722.2	P	2.6068e-13
1007_s_at	10.6844	A	0.250724
1053_at	74.0782	P	0.0114474
117_at	2159.64	P	0.000218889
121_at	45.1788	A	0.250724
1255_g_at	0.52169	A	0.978134
1294_at	132.504	P	0.000467546
1316_at	17.3271	P	0.00189162
1320_at	1.96564	A	0.849473
1405_i_at	72.5179	P	0.00049077
1431_at	8.43271	P	0.0170005
1438_at	1.69269	A	0.849473
1487_at	120.438	P	0.0149366
1494_f_at	21.1057	A	0.0893687
1598_g_at	56.7019	A	0.150527
160020_at	33.8277	A	0.138765
1729_at	160.707	P	0.000218889
1773_at	40.4939	P	0.0313357
177_at	15.7712	P	0.0170005
179_at	85.5517	A	0.138765
1861_at	56.2234	P	0.00486276
200000_s_at	316.929	P	0.000244141
200001_at	245.595	P	0.0012207
200002_at	724.609	P	0.000244141
200003_s_at	3818.42	P	0.000244141
200004_at	2168.25	P	0.000244141
200005_at	530.576	P	0.000244141
200006_at	679.354	P	0.000244141
200007_at	1513.74	P	0.000244141
200008_s_at	587.798	P	0.000244141
200009_at	1433.11	P	0.000244141
200010_at	1465.36	P	0.000244141
200011_s_at	640.6	P	0.000244141
200012_x_at	2205.62	P	0.000244141
200013_at	1176.87	P	0.000244141
200014_s_at	1038.95	P	0.000244141
200015_s_at	481.723	P	0.0012207
200016_x_at	795.38	P	0.000244141
200017_at	2089.31	P	0.000244141
200018_at	2071.82	P	0.000244141
200019_s_at	2712.97	P	0.000244141
200020_at	179.464	P	0.000244141
200021_at	5018.73	P	0.0012207
200022_at	1630.42	P	0.000244141
200023_s_at	351.471	P	0.000244141
200024_at	730.759	P	0.000732422
200025_s_at	2102.49	P	0.000244141
200026_at	4255.16	P	0.000244141
200027_at	266.255	P	0.000244141
200028_s_at	79.4228	P	0.000244141
200029_at	2075.4	P	0.000244141
200030_s_at	857.611	P	0.000244141
200031_s_at	4020.7	P	0.000244141
200032_s_at	3425.36	P	0.000244141
200033_at	2773.58	P	0.000244141
200034_s_at	1428.61	P	0.000244141
200035_at	259.555	P	0.00195313
200036_s_at	529.556	P	0.000244141
200037_s_at	571.011	P	0.000244141
200038_s_at	2305.23	P	0.000244141
200039_s_at	143.099	P	0.000732422
200040_at	475.355	P	0.000732422
200041_s_at	858.67	P	0.000244141
200042_at	49.7381	P	0.0185547
200043_at	408.708	P	0.000244141
200044_at	477.921	P	0.000244141
200045_at	79.6705	P	0.000244141
200046_at	280.638	P	0.000244141
200047_s_at	1215.8	P	0.000244141
200048_s_at	1620.67	P	0.000244141
200049_at	125.759	P	0.000244141
200050_at	67.2436	P	0.00292969
200051_at	149.976	P	0.000244141
200052_s_at	29.144	P	0.000244141
200053_at	139.63	P	0.000244141
200054_at	27.4453	A	0.19458
200055_at	762.085	P	0.000244141
200056_s_at	210.989	P	0.000244141
200057_s_at	626.142	P	0.000244141
200058_s_at	417.758	P	0.000244141
200059_s_at	4249.34	P	0.000244141
200060_s_at	227.1	P	0.00195313
200061_s_at	2930.06	P	0.000244141
200062_s_at	3152.75	P	0.000244141
200063_s_at	628.321	P	0.000244141
200064_at	177.709	P	0.000732422
200065_s_at	2394.09	P	0.000244141
200066_at	657.69	P	0.000244141
200067_x_at	644.955	P	0.000732422
200068_s_at	309.162	P	0.000244141
200069_at	53.7669	P	0.000732422
200070_at	200.598	P	0.000244141
200071_at	431.365	P	0.000244141
200072_s_at	290.908	P	0.000244141
200073_s_at	502.878	P	0.000732422
200074_s_at	562.787	P	0.000244141
200075_s_at	414.156	P	0.000244141
200076_s_at	266.297	P	0.0012207
200077_s_at	6136.66	P	0.000244141
200078_s_at	2717.79	P	0.000244141
200079_s_at	223.037	P	0.000244141
200080_s_at	6973.16	P	0.000244141
200081_s_at	1902.93	P	0.000244141
200082_s_at	1519.83	P	0.000244141
200083_at	238.945	P	0.000732422
200084_at	225.805	P	0.000244141
200085_s_at	1170.2	P	0.000244141
200086_s_at	756.946	P	0.000244141
200087_s_at	623.586	P	0.000244141
200088_x_at	1306.14	P	0.000244141
200089_s_at	552.232	P	0.000244141
200090_at	865.345	P	0.000244141
200091_s_at	1230.86	P	0.000244141
200092_s_at	3285.96	P	0.000244141
200093_s_at	200.756	P	0.000244141
200094_s_at	384.846	P	0.000244141
200095_x_at	2175.04	P	0.000244141
200096_s_at	2591.98	P	0.000244141
200097_s_at	1404.52	P	0.000244141
200098_s_at	269.206	P	0.000244141
200099_s_at	3147.06	P	0.000244141
200593_s_at	562.239	P	0.000244141
200594_x_at	904.016	P	0.000244141
200595_s_at	233.021	P	0.000244141
200596_s_at	207.983	P	0.000244141
200597_at	49.4287	P	0.000244141
200598_s_at	138.217	P	0.000244141
200599_s_at	192.353	P	0.000244141
200600_at	2549.74	P	0.000244141
200601_at	475.102	P	0.000244141
200602_at	16.4537	P	0.00585938
200603_at	2275.26	P	0.000244141
200604_s_at	1520.66	P	0.000244141
200605_s_at	3685.43	P	0.000244141
200606_at	8.97726	A	0.27417
200607_s_at	616.202	P	0.000244141
200608_s_at	1143.16	P	0.000244141
200609_s_at	1348.31	P	0.000244141
200610_s_at	174.685	P	0.000244141
200611_s_at	1178.16	P	0.000244141
200612_s_at	89.2455	P	0.00292969
200613_at	416.632	P	0.000244141
200614_at	1354.54	P	0.000244141
200615_s_at	82.5767	P	0.000244141
200616_s_at	48.7201	P	0.00585938
200617_at	74.1111	P	0.0141602
200618_at	1921	P	0.000244141
200619_at	309.7	P	0.0107422
200620_at	2294.69	P	0.000244141
200621_at	37.4092	P	0.000244141
200622_x_at	394.036	P	0.000244141
200623_s_at	193.379	P	0.000244141
200624_s_at	267.648	P	0.000244141
200625_s_at	3842.29	P	0.000244141
200626_s_at	205.39	P	0.000244141
200627_at	746.996	P	0.000244141
200628_s_at	352.266	P	0.0012207
200629_at	567.49	P	0.000244141
200630_x_at	557.106	P	0.000244141
200631_s_at	444.338	P	0.000244141
200632_s_at	305.481	P	0.000244141
200633_at	3805.08	P	0.0012207
200634_at	1992.38	P	0.000244141
200635_s_at	3.72193	A	0.696289
200636_s_at	0.75199	A	0.981445
200637_s_at	4.04155	A	0.828613
200638_s_at	1290.48	P	0.000244141
200639_s_at	1516.45	P	0.000244141
200640_at	1597.66	P	0.000244141
200641_s_at	963.631	P	0.000244141
200642_at	201.005	P	0.000732422
200643_at	91.0574	P	0.000244141
200644_at	247.433	P	0.000244141
200645_at	3708.25	P	0.000244141
200646_s_at	134.68	P	0.00292969
200647_x_at	158.014	P	0.0185547
200648_s_at	3422.19	P	0.000244141
200649_at	242.057	P	0.000244141
200650_s_at	506.153	P	0.000244141
200651_at	1030.62	P	0.000244141
200652_at	974.995	P	0.000244141
200653_s_at	1917.7	P	0.000244141
200654_at	197.597	P	0.00805664
200655_s_at	758.647	P	0.000244141
200656_s_at	141.337	P	0.00292969
200657_at	281.455	P	0.0012207
200658_s_at	43.054	P	0.00585938
200659_s_at	26.5889	P	0.00805664
200660_at	5171.6	P	0.000244141
200661_at	478.948	P	0.000244141
200662_s_at	124.032	P	0.000732422
200663_at	1497.47	P	0.000244141
200664_s_at	188.812	P	0.000732422
200665_s_at	59.1981	P	0.00805664
200666_s_at	258.784	P	0.000244141
200667_at	1468.97	P	0.000244141
200668_s_at	3515.23	P	0.000244141
200669_s_at	2365.91	P	0.000244141
200670_at	62.1006	P	0.000732422
200671_s_at	5.98943	A	0.72583
200672_x_at	31.4327	P	0.000244141
200673_at	1075.4	P	0.000244141
200674_s_at	1963.74	P	0.000244141
200675_at	88.6721	P	0.0012207
200676_s_at	47.9094	P	0.000732422
200677_at	1489.03	P	0.000244141
200678_x_at	952.31	P	0.000244141
200679_x_at	634.855	P	0.000244141
200680_x_at	2594.56	P	0.000244141
200681_at	58.7342	P	0.0239258
200682_s_at	738.202	P	0.000244141
200683_s_at	269.552	P	0.000244141
200684_s_at	90.2492	P	0.0012207
200685_at	54.0075	P	0.00805664
200686_s_at	495.589	P	0.0012207
200687_s_at	29.8186	P	0.0302734
200688_at	34.9128	A	0.19458
200689_x_at	789.276	P	0.000244141
200690_at	12.0742	A	0.0805664
200691_s_at	36.2843	P	0.000732422
200692_s_at	37.5665	P	0.00292969
200693_at	224.038	P	0.000244141
200694_s_at	92.9822	P	0.000244141
200695_at	144.343	P	0.0107422
200696_s_at	662.536	P	0.000244141
200697_at	195.122	P	0.000244141
200698_at	90.4017	P	0.000244141
200699_at	52.7472	P	0.000244141
200700_s_at	190.472	P	0.000244141
200701_at	874.444	P	0.000244141
200702_s_at	47.9919	P	0.00292969
200703_at	269.21	P	0.000244141
200704_at	6250.65	P	0.000244141
200705_s_at	576.672	P	0.000244141
200706_s_at	4585.54	P	0.000244141
200707_at	215.062	P	0.00292969
200708_at	28.6064	P	0.0461426
200709_at	1794.57	P	0.000244141
200710_at	241.32	P	0.000244141
200711_s_at	171.791	P	0.000244141
200712_s_at	268.728	P	0.000244141
200713_s_at	613.311	P	0.000244141
200714_x_at	925.565	P	0.000244141
200715_x_at	765.017	P	0.000732422
200716_x_at	3332.16	P	0.000244141
200717_x_at	2394.64	P	0.000244141
200718_s_at	1359.99	P	0.000244141
200719_at	110.081	P	0.000244141
200720_s_at	200.489	P	0.000732422
200721_s_at	151.624	P	0.000732422
200722_s_at	147.192	P	0.000244141
200723_s_at	420.567	P	0.000244141
200724_at	24.851	A	0.303711
200725_x_at	1161.94	P	0.000244141
200726_at	766.942	P	0.000244141
200727_s_at	1222.07	P	0.000244141
200728_at	3566.66	P	0.000244141
200729_s_at	2045.34	P	0.000244141
200730_s_at	227.873	P	0.000244141
200731_s_at	246.622	P	0.0012207
200732_s_at	325.77	P	0.000244141
200733_s_at	240.458	P	0.000244141
200734_s_at	417.239	P	0.000732422
200735_x_at	2378.2	P	0.000244141
200736_s_at	338.432	P	0.000732422
200737_at	483.36	P	0.000244141
200738_s_at	2609.93	P	0.000244141
200739_s_at	47.8244	P	0.0239258
200740_s_at	70.8661	P	0.000244141
200741_s_at	4385.96	P	0.000244141
200742_s_at	348.272	P	0.000244141
200743_s_at	413.952	P	0.000244141
200744_s_at	1182	P	0.000244141
200745_s_at	1590.77	P	0.000244141
200746_s_at	1438.59	P	0.000244141
200747_s_at	52.4364	P	0.000732422
200748_s_at	11327.1	P	0.000244141
200749_at	34.7291	P	0.00415039
200750_s_at	230.884	P	0.000244141
200751_s_at	888.869	P	0.000244141
200752_s_at	84.5925	P	0.00585938
200753_x_at	163.646	P	0.000732422
200754_x_at	603.92	P	0.000244141
200755_s_at	17.3435	A	0.303711
200756_x_at	35.4795	A	0.0952148
200757_s_at	32.855	P	0.00415039
200758_s_at	129.763	P	0.00195313
200759_x_at	201.829	P	0.000732422
200760_s_at	1070.52	P	0.000244141
200761_s_at	939.197	P	0.000244141
200762_at	45.0244	P	0.00195313
200763_s_at	2812.09	P	0.000244141
200764_s_at	171.101	P	0.000732422
200765_x_at	241.249	P	0.000244141
200766_at	108.255	P	0.0302734
200767_s_at	139.598	P	0.000244141
200768_s_at	114.079	P	0.000732422
200769_s_at	27.8477	A	0.219482
200770_s_at	7.24805	A	0.5
200771_at	6.71389	A	0.592285
200772_x_at	441.207	P	0.000244141
200773_x_at	576.813	P	0.000244141
200774_at	2110.59	P	0.000244141
200775_s_at	2894.66	P	0.000244141
200776_s_at	465.444	P	0.000244141
200777_s_at	532.93	P	0.000244141
200778_s_at	295.547	P	0.000244141
200779_at	850.552	P	0.000732422
200780_x_at	2792.07	P	0.000244141
200781_s_at	3275.69	P	0.000244141
200782_at	215.278	P	0.000732422
200783_s_at	21.713	P	0.0239258
200784_s_at	4.05334	A	0.870361
200785_s_at	5.44291	A	0.601074
200786_at	188.117	P	0.000244141
200787_s_at	22.5452	P	0.0375977
200788_s_at	60.5499	P	0.00195313
200789_at	80.7617	P	0.0239258
200790_at	100.584	P	0.0012207
200791_s_at	4101.57	P	0.000244141
200792_at	239.269	P	0.00195313
200793_s_at	46.8784	P	0.0375977
200794_x_at	5623.72	P	0.000244141
200795_at	1.14279	A	0.962402
200796_s_at	1427.61	P	0.000244141
200797_s_at	7536.14	P	0.000244141
200798_x_at	4521.29	P	0.000244141
200799_at	3429.75	P	0.000244141
200800_s_at	2786.31	P	0.000244141
200801_x_at	10429.4	P	0.000244141
200802_at	168.838	P	0.000244141
200803_s_at	2333.09	P	0.000244141
200804_at	1621.57	P	0.000244141
200805_at	230.931	P	0.000244141
200806_s_at	190.524	P	0.000244141
200807_s_at	298.961	P	0.000244141
200808_s_at	1603.43	P	0.000244141
200809_x_at	1170.22	P	0.000244141
200810_s_at	569.043	P	0.000244141
200811_at	283.998	P	0.00195313
200812_at	65.9485	P	0.00292969
200813_s_at	261.451	P	0.000244141
200814_at	1570.28	P	0.000244141
200815_s_at	375.583	P	0.000244141
200816_s_at	391.565	P	0.000244141
200817_x_at	2488.98	P	0.000244141
200818_at	344.373	P	0.000244141
200819_s_at	2598.86	P	0.000244141
200820_at	116.78	P	0.00805664
200821_at	1089.37	P	0.000732422
200822_x_at	500.399	P	0.000244141
200823_x_at	744.745	P	0.000244141
