ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	193.539	P	0.000445901
AFFX-BioB-M_at	324.678	P	4.42873e-05
AFFX-BioB-3_at	177.054	P	7.00668e-05
AFFX-BioC-5_at	628.165	P	5.16732e-05
AFFX-BioC-3_at	765.811	P	4.42873e-05
AFFX-BioDn-5_at	1315.77	P	4.42873e-05
AFFX-BioDn-3_at	2244.16	P	7.00668e-05
AFFX-CreX-5_at	6202.11	P	5.16732e-05
AFFX-CreX-3_at	7971.01	P	4.42873e-05
AFFX-DapX-5_at	357.682	P	4.42873e-05
AFFX-DapX-M_at	872.11	P	0.000296708
AFFX-DapX-3_at	1143.03	P	4.42873e-05
AFFX-LysX-5_at	38.5266	P	0.000195116
AFFX-LysX-M_at	78.7042	P	0.00401721
AFFX-LysX-3_at	104.136	P	0.000126798
AFFX-PheX-5_at	71.459	P	0.00010954
AFFX-PheX-M_at	72.7784	P	0.000224668
AFFX-PheX-3_at	93.686	P	0.000296708
AFFX-ThrX-5_at	96.595	P	0.000662269
AFFX-ThrX-M_at	173.343	P	5.16732e-05
AFFX-ThrX-3_at	310.755	P	4.42873e-05
AFFX-TrpnX-5_at	9.55701	A	0.48511
AFFX-TrpnX-M_at	0.780063	A	0.993813
AFFX-TrpnX-3_at	0.408931	A	0.994435
AFFX-r2-Ec-bioB-5_at	293.282	P	0.000244141
AFFX-r2-Ec-bioB-M_at	295.519	P	0.000244141
AFFX-r2-Ec-bioB-3_at	267.773	P	0.000244141
AFFX-r2-Ec-bioC-5_at	739.025	P	0.000244141
AFFX-r2-Ec-bioC-3_at	889.334	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2952.03	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3367.72	P	0.000244141
AFFX-r2-P1-cre-5_at	7810.68	P	0.000244141
AFFX-r2-P1-cre-3_at	11639.4	P	0.000244141
AFFX-r2-Bs-dap-5_at	491.316	P	0.000244141
AFFX-r2-Bs-dap-M_at	980.94	P	0.000244141
AFFX-r2-Bs-dap-3_at	1221.85	P	0.000244141
AFFX-r2-Bs-lys-5_at	60.7374	P	0.000244141
AFFX-r2-Bs-lys-M_at	63.5113	P	0.000244141
AFFX-r2-Bs-lys-3_at	92.5636	P	0.00195313
AFFX-r2-Bs-phe-5_at	116.659	P	0.000244141
AFFX-r2-Bs-phe-M_at	90.5848	P	0.000244141
AFFX-r2-Bs-phe-3_at	152.683	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	503.566	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	269.831	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	163.245	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	143.746	P	0.000146581
AFFX-HUMISGF3A/M97935_MA_at	611.183	P	7.00668e-05
AFFX-HUMISGF3A/M97935_MB_at	436.011	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1528.9	P	5.16732e-05
AFFX-HUMRGE/M10098_5_at	102.399	P	0.00110197
AFFX-HUMRGE/M10098_M_at	84.1643	P	0.00159257
AFFX-HUMRGE/M10098_3_at	113.484	P	0.00159257
AFFX-HUMGAPDH/M33197_5_at	3201.54	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	3423.04	P	5.16732e-05
AFFX-HUMGAPDH/M33197_3_at	4355.03	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	13369.8	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	15086.6	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	15296.1	P	4.42873e-05
AFFX-M27830_5_at	368.147	P	4.42873e-05
AFFX-M27830_M_at	388.538	P	0.00556451
AFFX-M27830_3_at	11.0992	A	0.659339
AFFX-hum_alu_at	15158.1	P	2.6068e-13
1007_s_at	48.4656	P	0.0439678
1053_at	119.703	P	0.00306668
117_at	2983.94	P	0.000218889
121_at	72.811	A	0.107301
1255_g_at	1.51332	A	0.92617
1294_at	507.707	P	0.000218889
1316_at	42.7262	P	0.00486276
1320_at	3.53363	A	0.837065
1405_i_at	398.565	P	0.00049077
1431_at	8.87777	A	0.339558
1438_at	4.16957	A	0.824011
1487_at	335.456	P	0.0114474
1494_f_at	27.2763	A	0.189687
1598_g_at	85.4513	P	0.0489947
160020_at	92.5006	M	0.0544704
1729_at	515.62	P	0.000218889
1773_at	78.787	P	0.0114474
177_at	44.9665	P	0.0011411
179_at	59.8214	A	0.339558
1861_at	131.577	P	0.00261695
200000_s_at	732.187	P	0.000244141
200001_at	1154.12	P	0.000244141
200002_at	2000.86	P	0.000244141
200003_s_at	9800.97	P	0.000244141
200004_at	6420.86	P	0.000244141
200005_at	1207.64	P	0.000244141
200006_at	1574.15	P	0.000244141
200007_at	2448.92	P	0.000244141
200008_s_at	894.803	P	0.000244141
200009_at	2787.62	P	0.000244141
200010_at	3554.69	P	0.000244141
200011_s_at	1162.96	P	0.000244141
200012_x_at	5017.49	P	0.000244141
200013_at	2727.78	P	0.000244141
200014_s_at	2009.32	P	0.000244141
200015_s_at	1235.47	P	0.0012207
200016_x_at	2961.09	P	0.000244141
200017_at	4177.21	P	0.000244141
200018_at	5509.84	P	0.000244141
200019_s_at	6137.36	P	0.000244141
200020_at	590.823	P	0.000244141
200021_at	9860.65	P	0.0012207
200022_at	3845.66	P	0.000244141
200023_s_at	1387.29	P	0.000244141
200024_at	2286.69	P	0.000732422
200025_s_at	5960.89	P	0.000244141
200026_at	8479.3	P	0.000244141
200027_at	765.459	P	0.000244141
200028_s_at	414.11	P	0.000732422
200029_at	4131.18	P	0.000244141
200030_s_at	2278.24	P	0.000244141
200031_s_at	9893.25	P	0.000244141
200032_s_at	6449.8	P	0.000244141
200033_at	8218.39	P	0.000244141
200034_s_at	3441.15	P	0.000244141
200035_at	687.937	P	0.0012207
200036_s_at	1077.25	P	0.000244141
200037_s_at	2193.87	P	0.000244141
200038_s_at	5232.3	P	0.000244141
200039_s_at	423.825	P	0.000244141
200040_at	1013.86	P	0.000244141
200041_s_at	2502.85	P	0.000244141
200042_at	173.625	P	0.00292969
200043_at	1336.82	P	0.000244141
200044_at	1257.8	P	0.000244141
200045_at	178.451	P	0.000244141
200046_at	1015.97	P	0.000244141
200047_s_at	3103.09	P	0.000244141
200048_s_at	3428.3	P	0.000244141
200049_at	186.13	P	0.000244141
200050_at	276.269	P	0.000732422
200051_at	273.77	P	0.000244141
200052_s_at	177.632	P	0.000732422
200053_at	339.294	P	0.000244141
200054_at	86.4394	P	0.00415039
200055_at	1510.9	P	0.000244141
200056_s_at	621.073	P	0.000244141
200057_s_at	1686.06	P	0.000244141
200058_s_at	1030.69	P	0.000244141
200059_s_at	8425.49	P	0.000244141
200060_s_at	991.938	P	0.000244141
200061_s_at	4686.49	P	0.000244141
200062_s_at	6918.7	P	0.000244141
200063_s_at	1794.54	P	0.000244141
200064_at	463.644	P	0.000732422
200065_s_at	5557.23	P	0.000244141
200066_at	745.827	P	0.000244141
200067_x_at	1872.09	P	0.000732422
200068_s_at	748.803	P	0.000244141
200069_at	179.325	P	0.000732422
200070_at	427.074	P	0.000244141
200071_at	1374.57	P	0.000244141
200072_s_at	892.53	P	0.000244141
200073_s_at	1254.14	P	0.000732422
200074_s_at	1644.16	P	0.000244141
200075_s_at	935.641	P	0.000244141
200076_s_at	489.442	P	0.000244141
200077_s_at	12022.3	P	0.000244141
200078_s_at	5254.1	P	0.000244141
200079_s_at	598.738	P	0.000244141
200080_s_at	14099.7	P	0.000244141
200081_s_at	4854.82	P	0.000244141
200082_s_at	3580.9	P	0.000244141
200083_at	832.505	P	0.000244141
200084_at	812.942	P	0.000244141
200085_s_at	3244.34	P	0.000244141
200086_s_at	1509.4	P	0.000244141
200087_s_at	1783.17	P	0.000244141
200088_x_at	4187.13	P	0.000244141
200089_s_at	1637.51	P	0.000244141
200090_at	1860.48	P	0.000244141
200091_s_at	3212.55	P	0.000244141
200092_s_at	6418.22	P	0.000244141
200093_s_at	439.546	P	0.000244141
200094_s_at	1387.93	P	0.000244141
200095_x_at	5645.77	P	0.000244141
200096_s_at	4641.12	P	0.000244141
200097_s_at	3928.23	P	0.000244141
200098_s_at	755.421	P	0.000244141
200099_s_at	6670.97	P	0.000244141
200593_s_at	1076.47	P	0.000244141
200594_x_at	1627.58	P	0.000244141
200595_s_at	970.034	P	0.000244141
200596_s_at	355.283	P	0.000244141
200597_at	135.2	P	0.000244141
200598_s_at	180.709	P	0.000244141
200599_s_at	440.178	P	0.000244141
200600_at	4448.04	P	0.000244141
200601_at	1891.46	P	0.000244141
200602_at	39.3764	P	0.000244141
200603_at	6106.39	P	0.000244141
200604_s_at	2016.58	P	0.000244141
200605_s_at	6876.69	P	0.000244141
200606_at	7.71985	A	0.633789
200607_s_at	798.187	P	0.000244141
200608_s_at	2804.23	P	0.000244141
200609_s_at	3743.53	P	0.000244141
200610_s_at	563.71	P	0.000732422
200611_s_at	3282.55	P	0.000244141
200612_s_at	300.821	P	0.000732422
200613_at	1368.51	P	0.000244141
200614_at	2504.62	P	0.000244141
200615_s_at	147.975	P	0.000244141
200616_s_at	224.65	P	0.00292969
200617_at	239.025	P	0.0012207
200618_at	4703.38	P	0.000244141
200619_at	621.46	P	0.00805664
200620_at	4045.25	P	0.000244141
200621_at	339.544	P	0.000244141
200622_x_at	636.629	P	0.000244141
200623_s_at	478.408	P	0.000244141
200624_s_at	746.079	P	0.000244141
200625_s_at	8326.34	P	0.000244141
200626_s_at	1515.84	P	0.000244141
200627_at	1786.55	P	0.000244141
200628_s_at	751.419	P	0.00415039
200629_at	1470.15	P	0.000244141
200630_x_at	1695.9	P	0.000244141
200631_s_at	1464.5	P	0.000244141
200632_s_at	454.836	P	0.00195313
200633_at	8509.25	P	0.000244141
200634_at	7722.24	P	0.000244141
200635_s_at	1.46501	A	0.828613
200636_s_at	2.41851	A	0.904785
200637_s_at	1.87529	A	0.72583
200638_s_at	3538.04	P	0.000244141
200639_s_at	2358.78	P	0.000244141
200640_at	3487.14	P	0.000244141
200641_s_at	2101.37	P	0.000244141
200642_at	659.984	P	0.000244141
200643_at	214.729	P	0.000732422
200644_at	2323.5	P	0.000244141
200645_at	7584.83	P	0.000244141
200646_s_at	190.883	P	0.00292969
200647_x_at	865.977	P	0.00195313
200648_s_at	3290.8	P	0.000244141
200649_at	442.469	P	0.000244141
200650_s_at	1168.39	P	0.000244141
200651_at	2651.64	P	0.000244141
200652_at	1921.79	P	0.000244141
200653_s_at	6035.21	P	0.000244141
200654_at	826.53	P	0.0107422
200655_s_at	3125.38	P	0.000244141
200656_s_at	469.121	P	0.000732422
200657_at	811.422	P	0.000244141
200658_s_at	90.6562	P	0.000244141
200659_s_at	85.9386	P	0.000244141
200660_at	8555.33	P	0.000732422
200661_at	2065.37	P	0.000244141
200662_s_at	481.669	P	0.000244141
200663_at	4284.32	P	0.000244141
200664_s_at	338.337	P	0.00292969
200665_s_at	101.659	P	0.0185547
