ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	116.104	P	0.000195116
AFFX-BioB-M_at	192.017	P	4.42873e-05
AFFX-BioB-3_at	99.5917	P	8.14279e-05
AFFX-BioC-5_at	417.617	P	4.42873e-05
AFFX-BioC-3_at	427.038	P	4.42873e-05
AFFX-BioDn-5_at	1008.97	P	4.42873e-05
AFFX-BioDn-3_at	1817.78	P	4.42873e-05
AFFX-CreX-5_at	4315.28	P	4.42873e-05
AFFX-CreX-3_at	5345.59	P	4.42873e-05
AFFX-DapX-5_at	388.844	P	4.42873e-05
AFFX-DapX-M_at	670.001	P	8.14279e-05
AFFX-DapX-3_at	1002.17	P	4.42873e-05
AFFX-LysX-5_at	44.1579	P	7.00668e-05
AFFX-LysX-M_at	73.3547	P	0.000296708
AFFX-LysX-3_at	118.917	P	6.02111e-05
AFFX-PheX-5_at	95.6274	P	4.42873e-05
AFFX-PheX-M_at	102.963	P	5.16732e-05
AFFX-PheX-3_at	124.226	P	7.00668e-05
AFFX-ThrX-5_at	89.6673	P	4.42873e-05
AFFX-ThrX-M_at	141.713	P	4.42873e-05
AFFX-ThrX-3_at	231.809	P	4.42873e-05
AFFX-TrpnX-5_at	2.49987	A	0.5
AFFX-TrpnX-M_at	0.503151	A	0.971554
AFFX-TrpnX-3_at	2.03011	A	0.724854
AFFX-r2-Ec-bioB-5_at	185.228	P	0.000244141
AFFX-r2-Ec-bioB-M_at	206.707	P	0.000244141
AFFX-r2-Ec-bioB-3_at	193.497	P	0.000244141
AFFX-r2-Ec-bioC-5_at	498.605	P	0.000244141
AFFX-r2-Ec-bioC-3_at	506.774	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2307.77	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2684.57	P	0.000244141
AFFX-r2-P1-cre-5_at	5500.7	P	0.000244141
AFFX-r2-P1-cre-3_at	6913.89	P	0.000244141
AFFX-r2-Bs-dap-5_at	536.321	P	0.000244141
AFFX-r2-Bs-dap-M_at	630.094	P	0.000244141
AFFX-r2-Bs-dap-3_at	835.711	P	0.000244141
AFFX-r2-Bs-lys-5_at	72.8193	P	0.000244141
AFFX-r2-Bs-lys-M_at	101.661	P	0.000244141
AFFX-r2-Bs-lys-3_at	56.926	P	0.000244141
AFFX-r2-Bs-phe-5_at	183.048	P	0.000244141
AFFX-r2-Bs-phe-M_at	133.803	P	0.000244141
AFFX-r2-Bs-phe-3_at	157.717	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	288.655	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	222.599	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	127.892	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	153.344	P	7.00668e-05
AFFX-HUMISGF3A/M97935_MA_at	289.028	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MB_at	252.672	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	654.046	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	71.6151	P	0.000146581
AFFX-HUMRGE/M10098_M_at	41.7509	P	0.00359458
AFFX-HUMRGE/M10098_3_at	70.8208	P	0.000169227
AFFX-HUMGAPDH/M33197_5_at	3550.08	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	3033.76	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	3281.12	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	4223.76	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	4993.7	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	6389.28	P	4.42873e-05
AFFX-M27830_5_at	215.737	P	5.16732e-05
AFFX-M27830_M_at	671.763	P	0.00110197
AFFX-M27830_3_at	2.11106	A	0.834139
AFFX-hum_alu_at	10181.1	P	2.6068e-13
1007_s_at	40.8925	P	0.0114474
1053_at	67.1392	P	0.00564279
117_at	91.1979	P	0.000321521
121_at	78.201	P	0.00868918
1255_g_at	3.92761	A	0.67917
1294_at	134.655	P	0.000467546
1316_at	15.1071	A	0.0738301
1320_at	8.01543	A	0.418069
1405_i_at	1023	P	0.00049077
1431_at	8.08855	P	0.00261695
1438_at	2.14297	A	0.765443
1487_at	89.1556	P	0.0489947
1494_f_at	17.9868	P	0.0393654
1598_g_at	28.493	A	0.162935
160020_at	42.6514	P	0.0351629
1729_at	160.657	P	0.00135385
1773_at	31.7654	M	0.0544704
177_at	13.366	P	0.00222768
179_at	60.708	A	0.150527
1861_at	32.5769	P	0.0193035
200000_s_at	346.619	P	0.000244141
200001_at	579.667	P	0.000244141
200002_at	5101.79	P	0.000244141
200003_s_at	10065.4	P	0.000244141
200004_at	2428.77	P	0.000244141
200005_at	1781.3	P	0.000244141
200006_at	2160.11	P	0.000244141
200007_at	1917.15	P	0.000244141
200008_s_at	1598.56	P	0.000244141
200009_at	2448.71	P	0.000244141
200010_at	6626.64	P	0.000244141
200011_s_at	288.822	P	0.000244141
200012_x_at	6513.8	P	0.000244141
200013_at	7001.27	P	0.000244141
200014_s_at	1195.46	P	0.000244141
200015_s_at	1127.88	P	0.000732422
200016_x_at	5542.16	P	0.000244141
200017_at	7519.71	P	0.000244141
200018_at	7669.63	P	0.000244141
