ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	242.338	P	0.000581214
AFFX-BioB-M_at	396.563	P	4.42873e-05
AFFX-BioB-3_at	212.178	P	9.4506e-05
AFFX-BioC-5_at	724.352	P	9.4506e-05
AFFX-BioC-3_at	826.912	P	4.42873e-05
AFFX-BioDn-5_at	1374.72	P	4.42873e-05
AFFX-BioDn-3_at	2667.86	P	6.02111e-05
AFFX-CreX-5_at	6154.59	P	5.16732e-05
AFFX-CreX-3_at	7740.64	P	4.42873e-05
AFFX-DapX-5_at	384.351	P	5.16732e-05
AFFX-DapX-M_at	914.539	P	0.000296708
AFFX-DapX-3_at	1146.57	P	4.42873e-05
AFFX-LysX-5_at	40.6173	P	0.00227496
AFFX-LysX-M_at	80.2493	P	0.0219019
AFFX-LysX-3_at	148.847	P	6.02111e-05
AFFX-PheX-5_at	46.3997	P	0.000972149
AFFX-PheX-M_at	96.5549	P	0.000389797
AFFX-PheX-3_at	129.159	P	0.000972149
AFFX-ThrX-5_at	103.861	P	0.00359458
AFFX-ThrX-M_at	166.448	P	4.42873e-05
AFFX-ThrX-3_at	313.509	P	4.42873e-05
AFFX-TrpnX-5_at	4.11431	A	0.883887
AFFX-TrpnX-M_at	2.98978	A	0.969024
AFFX-TrpnX-3_at	2.79588	A	0.904333
AFFX-r2-Ec-bioB-5_at	326.533	P	0.000244141
AFFX-r2-Ec-bioB-M_at	380.94	P	0.000244141
AFFX-r2-Ec-bioB-3_at	299.743	P	0.000244141
AFFX-r2-Ec-bioC-5_at	914.964	P	0.000244141
AFFX-r2-Ec-bioC-3_at	924.25	P	0.000244141
AFFX-r2-Ec-bioD-5_at	3255.23	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3960.03	P	0.000244141
AFFX-r2-P1-cre-5_at	7560.07	P	0.000244141
AFFX-r2-P1-cre-3_at	10917	P	0.000244141
AFFX-r2-Bs-dap-5_at	587.294	P	0.000244141
AFFX-r2-Bs-dap-M_at	879.285	P	0.000244141
AFFX-r2-Bs-dap-3_at	1124.71	P	0.000244141
AFFX-r2-Bs-lys-5_at	61.3551	P	0.00292969
AFFX-r2-Bs-lys-M_at	63.7576	P	0.000244141
AFFX-r2-Bs-lys-3_at	44.9392	P	0.00415039
AFFX-r2-Bs-phe-5_at	98.6871	P	0.000244141
AFFX-r2-Bs-phe-M_at	121.985	P	0.000244141
AFFX-r2-Bs-phe-3_at	130.156	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	383.409	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	257.547	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	221.303	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	260.341	P	7.00668e-05
AFFX-HUMISGF3A/M97935_MA_at	761.591	P	6.02111e-05
AFFX-HUMISGF3A/M97935_MB_at	660.485	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1898.01	P	5.16732e-05
AFFX-HUMRGE/M10098_5_at	58.8252	P	0.0113844
AFFX-HUMRGE/M10098_M_at	76.9744	P	0.0429619
AFFX-HUMRGE/M10098_3_at	70.2589	A	0.0894781
AFFX-HUMGAPDH/M33197_5_at	4699.85	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	4267.4	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	5694.18	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	11771.6	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	12787.2	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	14108.5	P	4.42873e-05
AFFX-M27830_5_at	364.445	P	5.16732e-05
AFFX-M27830_M_at	553.874	P	0.00687065
AFFX-M27830_3_at	7.71698	A	0.860518
AFFX-hum_alu_at	13389.7	P	2.6068e-13
1007_s_at	49.6273	A	0.11716
1053_at	180.712	P	0.0193035
117_at	3119.52	P	0.000218889
121_at	105.749	A	0.204022
1255_g_at	2.37352	A	0.975289
1294_at	269.006	P	0.000265621
1316_at	45.5998	A	0.0738301
1320_at	9.12106	A	0.749276
1405_i_at	2010.07	P	0.00049077
1431_at	16.4342	A	0.0668649
1438_at	7.85448	A	0.765443
1487_at	240.504	P	0.0393654
1494_f_at	46.9438	A	0.11716
1598_g_at	109.836	A	0.0980541
160020_at	75.2871	P	0.0489947
1729_at	403.236	P	0.000218889
1773_at	72.0219	A	0.0738301
177_at	40.078	P	0.0439413
179_at	169.601	A	0.218983
1861_at	129.757	P	0.00653198
200000_s_at	477.872	P	0.000244141
200001_at	770.585	P	0.0012207
200002_at	2364.65	P	0.000244141
200003_s_at	8248.59	P	0.000244141
200004_at	4684.51	P	0.000244141
200005_at	1057.15	P	0.000244141
200006_at	1230.4	P	0.000244141
200007_at	2071.03	P	0.000244141
200008_s_at	949.795	P	0.000244141
200009_at	1997.55	P	0.000244141
200010_at	3493.39	P	0.000244141
200011_s_at	793.338	P	0.000244141
200012_x_at	4789.01	P	0.000244141
200013_at	2864.12	P	0.000244141
200014_s_at	1851.83	P	0.000244141
200015_s_at	860.561	P	0.000732422
200016_x_at	2642.44	P	0.000244141
200017_at	4822.6	P	0.000244141
200018_at	5374.84	P	0.000244141
200019_s_at	4893.84	P	0.000244141
200020_at	338.578	P	0.000244141
200021_at	8287.12	P	0.0012207
200022_at	4411.63	P	0.000244141
200023_s_at	1340.06	P	0.000244141
200024_at	2591.92	P	0.000732422
200025_s_at	5446.04	P	0.000244141
200026_at	7324.97	P	0.000244141
200027_at	795.712	P	0.000244141
200028_s_at	271.126	P	0.00292969
200029_at	4110.48	P	0.000244141
200030_s_at	1764.4	P	0.000244141
200031_s_at	8764.88	P	0.000244141
200032_s_at	7080.67	P	0.000244141
200033_at	6792.4	P	0.000244141
200034_s_at	4436.83	P	0.000244141
200035_at	467.163	P	0.00292969
200036_s_at	2107.26	P	0.000244141
200037_s_at	1544.39	P	0.000244141
200038_s_at	5761.18	P	0.000244141
200039_s_at	390.737	P	0.000732422
200040_at	965.346	P	0.000732422
200041_s_at	1589.3	P	0.000244141
200042_at	144.366	P	0.0107422
200043_at	804.221	P	0.0012207
200044_at	984.671	P	0.000244141
200045_at	176.132	P	0.000244141
200046_at	831.448	P	0.000244141
200047_s_at	2299.48	P	0.000244141
200048_s_at	2824.93	P	0.000244141
200049_at	165.714	P	0.000244141
200050_at	231.798	P	0.000732422
200051_at	304.37	P	0.000244141
200052_s_at	137.254	P	0.000244141
200053_at	293.874	P	0.000244141
200054_at	64.9754	P	0.00585938
200055_at	1432.32	P	0.000244141
200056_s_at	494.03	P	0.000244141
200057_s_at	1230.57	P	0.000244141
200058_s_at	698.987	P	0.000244141
200059_s_at	7290.95	P	0.000244141
200060_s_at	824.031	P	0.000244141
200061_s_at	5212.41	P	0.000244141
200062_s_at	6485.93	P	0.000244141
200063_s_at	2141.03	P	0.000244141
200064_at	480.078	P	0.000732422
200065_s_at	4628.04	P	0.000244141
200066_at	667.317	P	0.000244141
200067_x_at	2067.85	P	0.000244141
200068_s_at	639.456	P	0.000244141
200069_at	87.0979	P	0.00292969
200070_at	275.141	P	0.000244141
200071_at	1058.87	P	0.000732422
200072_s_at	672.721	P	0.000244141
200073_s_at	954.926	P	0.000244141
200074_s_at	1535.34	P	0.000244141
200075_s_at	710.288	P	0.000244141
200076_s_at	392	P	0.000732422
200077_s_at	10121.8	P	0.000244141
200078_s_at	4994.24	P	0.000244141
200079_s_at	468.424	P	0.000244141
200080_s_at	11972.4	P	0.000244141
200081_s_at	5506	P	0.000244141
200082_s_at	3843.28	P	0.000244141
200083_at	461.373	P	0.0012207
200084_at	568.176	P	0.000244141
200085_s_at	1905.35	P	0.000244141
200086_s_at	1451.38	P	0.000244141
200087_s_at	1274.09	P	0.000244141
200088_x_at	4023.35	P	0.000244141
200089_s_at	2365.19	P	0.000244141
200090_at	1469.74	P	0.000244141
200091_s_at	3126.08	P	0.000244141
200092_s_at	5906.61	P	0.000244141
200093_s_at	597.348	P	0.000244141
200094_s_at	1552.47	P	0.000244141
200095_x_at	5833.83	P	0.000244141
200096_s_at	3853.46	P	0.000244141
200097_s_at	3563.26	P	0.000244141
200098_s_at	451.908	P	0.000244141
200099_s_at	7053.77	P	0.000244141
200593_s_at	976.561	P	0.000244141
200594_x_at	1381.99	P	0.000244141
200595_s_at	680.839	P	0.000244141
200596_s_at	346.91	P	0.0141602
200597_at	158.08	P	0.000244141
200598_s_at	183.638	P	0.000244141
200599_s_at	341.095	P	0.000244141
200600_at	4098.18	P	0.000244141
200601_at	721.483	P	0.000244141
200602_at	21.0124	P	0.00585938
200603_at	5228.35	P	0.000244141
200604_s_at	2422.03	P	0.000244141
200605_s_at	5662.9	P	0.000244141
200606_at	10.4285	A	0.466064
200607_s_at	749.611	P	0.000244141
200608_s_at	2679.65	P	0.000244141
200609_s_at	2756.27	P	0.000244141
200610_s_at	354.945	P	0.000244141
200611_s_at	2731.63	P	0.000244141
200612_s_at	185.294	P	0.00292969
200613_at	1126.62	P	0.000244141
