ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	117.218	P	0.000126798
AFFX-BioB-M_at	252.571	P	4.42873e-05
AFFX-BioB-3_at	139.425	P	7.00668e-05
AFFX-BioC-5_at	353.551	P	4.42873e-05
AFFX-BioC-3_at	458.892	P	4.42873e-05
AFFX-BioDn-5_at	1089.46	P	4.42873e-05
AFFX-BioDn-3_at	1878.02	P	4.42873e-05
AFFX-CreX-5_at	4766.71	P	5.16732e-05
AFFX-CreX-3_at	5499.44	P	4.42873e-05
AFFX-DapX-5_at	84.4741	P	0.000195116
AFFX-DapX-M_at	160.907	P	0.000581214
AFFX-DapX-3_at	244.367	P	5.16732e-05
AFFX-LysX-5_at	12.6687	P	0.000856509
AFFX-LysX-M_at	21.4404	P	0.0125468
AFFX-LysX-3_at	31.1005	P	0.000146581
AFFX-PheX-5_at	12.9058	P	0.000752926
AFFX-PheX-M_at	17.64	P	0.0166701
AFFX-PheX-3_at	39.9334	P	0.00159257
AFFX-ThrX-5_at	22.5292	P	0.00179591
AFFX-ThrX-M_at	39.5018	P	0.000126798
AFFX-ThrX-3_at	71.9835	P	4.42873e-05
AFFX-TrpnX-5_at	5.88859	A	0.227636
AFFX-TrpnX-M_at	0.690586	A	0.876428
AFFX-TrpnX-3_at	1.13583	A	0.760937
AFFX-r2-Ec-bioB-5_at	184.254	P	0.000244141
AFFX-r2-Ec-bioB-M_at	223.17	P	0.000244141
AFFX-r2-Ec-bioB-3_at	192.645	P	0.000244141
AFFX-r2-Ec-bioC-5_at	577.591	P	0.000244141
AFFX-r2-Ec-bioC-3_at	632.165	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2600.67	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2950.54	P	0.000244141
AFFX-r2-P1-cre-5_at	5893.13	P	0.000244141
AFFX-r2-P1-cre-3_at	7815.96	P	0.000244141
AFFX-r2-Bs-dap-5_at	112.075	P	0.000244141
AFFX-r2-Bs-dap-M_at	152.187	P	0.000244141
AFFX-r2-Bs-dap-3_at	262.691	P	0.000244141
AFFX-r2-Bs-lys-5_at	15.2825	P	0.0185547
AFFX-r2-Bs-lys-M_at	18.9204	P	0.000244141
AFFX-r2-Bs-lys-3_at	14.475	P	0.0107422
AFFX-r2-Bs-phe-5_at	20.7836	P	0.00415039
AFFX-r2-Bs-phe-M_at	24.894	P	0.000732422
AFFX-r2-Bs-phe-3_at	42.747	P	0.00195313
AFFX-r2-Bs-thr-3_s_at	107.223	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	65.8802	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	39.5634	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	296.937	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MA_at	617.666	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MB_at	543.17	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1145.13	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	16.2833	P	0.00255552
AFFX-HUMRGE/M10098_M_at	26.7964	P	0.0138105
AFFX-HUMRGE/M10098_3_at	26.4184	M	0.0584438
AFFX-HUMGAPDH/M33197_5_at	1627.89	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	1511.3	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	1862.5	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	5175.13	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	6330.88	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	7268.71	P	4.42873e-05
AFFX-M27830_5_at	96.2703	P	5.16732e-05
AFFX-M27830_M_at	145.68	P	0.00762003
AFFX-M27830_3_at	2.80903	A	0.699394
AFFX-hum_alu_at	9343.03	P	2.6068e-13
1007_s_at	17.9943	A	0.284747
1053_at	44.3418	P	0.0313357
117_at	1728.03	P	0.000218889
121_at	41.9067	A	0.150527
1255_g_at	8.30393	A	0.35869
1294_at	118.438	P	0.000265621
1316_at	19.7416	P	0.0170005
1320_at	1.12345	A	0.978134
1405_i_at	144.273	P	0.00049077
1431_at	3.16798	A	0.378184
1438_at	1.64126	A	0.749276
1487_at	93.0411	P	0.00998544
1494_f_at	6.3852	A	0.284747
1598_g_at	26.7522	A	0.150527
160020_at	19.3692	A	0.138765
1729_at	127.282	P	0.000804598
1773_at	35.9049	P	0.0193035
177_at	15.8292	P	0.000673102
179_at	57.6405	A	0.150487
1861_at	36.9719	P	0.00998544
200000_s_at	236.353	P	0.000244141
200001_at	248.115	P	0.000732422
200002_at	1178.55	P	0.000244141
200003_s_at	4553.22	P	0.000244141
200004_at	2209.75	P	0.000244141
200005_at	443.87	P	0.000244141
200006_at	394.57	P	0.000244141
200007_at	1256.09	P	0.000244141
200008_s_at	463.295	P	0.000244141
200009_at	1175.52	P	0.000244141
200010_at	2089.18	P	0.000244141
200011_s_at	506.7	P	0.000244141
200012_x_at	2915.04	P	0.000244141
200013_at	1468.47	P	0.000244141
200014_s_at	827.525	P	0.000244141
200015_s_at	422.928	P	0.00195313
200016_x_at	1170.33	P	0.000244141
200017_at	3550.14	P	0.000244141
200018_at	2997.7	P	0.000244141
200019_s_at	2337.41	P	0.000244141
200020_at	155.109	P	0.000244141
200021_at	4463.28	P	0.0012207
200022_at	2265.96	P	0.000244141
200023_s_at	412.987	P	0.000244141
200024_at	1170.39	P	0.0012207
200025_s_at	2720.36	P	0.000244141
200026_at	4484.06	P	0.000244141
200027_at	269.379	P	0.000244141
200028_s_at	131.915	P	0.000732422
