ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	127.131	P	0.000296708
AFFX-BioB-M_at	216.044	P	4.42873e-05
AFFX-BioB-3_at	134.232	P	4.42873e-05
AFFX-BioC-5_at	452.354	P	4.42873e-05
AFFX-BioC-3_at	591.167	P	4.42873e-05
AFFX-BioDn-5_at	980.331	P	4.42873e-05
AFFX-BioDn-3_at	1846.73	P	5.16732e-05
AFFX-CreX-5_at	4882.51	P	5.16732e-05
AFFX-CreX-3_at	6074.36	P	4.42873e-05
AFFX-DapX-5_at	659.214	P	4.42873e-05
AFFX-DapX-M_at	1142.17	P	8.14279e-05
AFFX-DapX-3_at	1373.33	P	4.42873e-05
AFFX-LysX-5_at	43.0563	P	5.16732e-05
AFFX-LysX-M_at	82.6812	P	0.000126798
AFFX-LysX-3_at	195.945	P	5.16732e-05
AFFX-PheX-5_at	97.4739	P	5.16732e-05
AFFX-PheX-M_at	141.493	P	4.42873e-05
AFFX-PheX-3_at	109.491	P	4.42873e-05
AFFX-ThrX-5_at	183.99	P	7.00668e-05
AFFX-ThrX-M_at	254.851	P	4.42873e-05
AFFX-ThrX-3_at	370.873	P	4.42873e-05
AFFX-TrpnX-5_at	8.41666	A	0.382599
AFFX-TrpnX-M_at	0.659405	A	0.990663
AFFX-TrpnX-3_at	4.88362	A	0.396911
AFFX-r2-Ec-bioB-5_at	214.41	P	0.000244141
AFFX-r2-Ec-bioB-M_at	224.395	P	0.000244141
AFFX-r2-Ec-bioB-3_at	223.504	P	0.000244141
AFFX-r2-Ec-bioC-5_at	518.527	P	0.000244141
AFFX-r2-Ec-bioC-3_at	596.671	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2195.36	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2638.22	P	0.000244141
AFFX-r2-P1-cre-5_at	5602.77	P	0.000244141
AFFX-r2-P1-cre-3_at	7988.91	P	0.000244141
AFFX-r2-Bs-dap-5_at	902.056	P	0.000244141
AFFX-r2-Bs-dap-M_at	1195.81	P	0.000244141
AFFX-r2-Bs-dap-3_at	1512.65	P	0.000244141
AFFX-r2-Bs-lys-5_at	90.9329	P	0.000244141
AFFX-r2-Bs-lys-M_at	98.8648	P	0.000244141
AFFX-r2-Bs-lys-3_at	76.0335	P	0.000732422
AFFX-r2-Bs-phe-5_at	185.214	P	0.000244141
AFFX-r2-Bs-phe-M_at	168.407	P	0.000244141
AFFX-r2-Bs-phe-3_at	169.097	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	473.647	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	382.278	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	277.935	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	183.297	P	9.4506e-05
AFFX-HUMISGF3A/M97935_MA_at	314.177	P	6.02111e-05
AFFX-HUMISGF3A/M97935_MB_at	288.241	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	856.523	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	91.0234	P	4.42873e-05
AFFX-HUMRGE/M10098_M_at	82.6694	P	0.000445901
AFFX-HUMRGE/M10098_3_at	91.4459	P	0.00141043
AFFX-HUMGAPDH/M33197_5_at	4559.72	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	4467.09	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	4813.65	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	8320.05	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	9083.68	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	10056.5	P	4.42873e-05
AFFX-M27830_5_at	282	P	5.16732e-05
AFFX-M27830_M_at	1035.53	P	0.00141043
AFFX-M27830_3_at	15.7088	A	0.440646
AFFX-hum_alu_at	11894.9	P	2.6068e-13
1007_s_at	53.3384	P	0.00564279
1053_at	110.217	P	0.00189162
117_at	179.611	P	0.000265621
121_at	63.6527	P	0.00998544
1255_g_at	7.24038	A	0.561639
1294_at	285.935	P	0.000218889
1316_at	18.7324	P	0.0130918
1320_at	1.54028	A	0.933135
1405_i_at	2646.11	P	0.00049077
1431_at	8.01753	A	0.150527
1438_at	7.34961	A	0.660442
1487_at	147.184	P	0.024711
1494_f_at	19.6735	A	0.0738301
1598_g_at	64.3717	P	0.0489947
160020_at	33.9918	P	0.0114474
1729_at	287.474	P	0.000218889
1773_at	68.841	P	0.00358487
177_at	22.1947	P	0.00653198
179_at	98.1657	P	0.0439678
1861_at	45.6609	P	0.00998544
200000_s_at	691.937	P	0.000244141
200001_at	1221.63	P	0.000244141
200002_at	6276.41	P	0.000244141
200003_s_at	11764.5	P	0.000244141
200004_at	3928.34	P	0.000244141
200005_at	2048.96	P	0.000244141
200006_at	2750.58	P	0.000244141
200007_at	2261.38	P	0.000244141
200008_s_at	1265.92	P	0.000244141
200009_at	2732.45	P	0.000244141
200010_at	8312.14	P	0.000244141
200011_s_at	550.586	P	0.000244141
200012_x_at	7814.66	P	0.000244141
200013_at	8119.31	P	0.000244141
200014_s_at	1313.84	P	0.000244141
200015_s_at	1652.09	P	0.000732422
200016_x_at	6860.97	P	0.000244141
200017_at	9682.62	P	0.000244141
200018_at	9226.35	P	0.000244141
200019_s_at	6953.08	P	0.000244141
200020_at	725.279	P	0.000244141
200021_at	5733.34	P	0.0012207
200022_at	8473.38	P	0.000244141
200023_s_at	3247.47	P	0.000244141
200024_at	6877.29	P	0.000244141
200025_s_at	7550.64	P	0.000244141
200026_at	9630.55	P	0.000244141
200027_at	1340.86	P	0.000244141
200028_s_at	812.109	P	0.000244141
200029_at	7927.01	P	0.000244141
200030_s_at	2388.83	P	0.000244141
200031_s_at	11745.7	P	0.000244141
200032_s_at	10673.2	P	0.000244141
200033_at	5949.42	P	0.000244141
200034_s_at	7832.26	P	0.000244141
200035_at	170.236	P	0.000244141
200036_s_at	6100.4	P	0.000244141
200037_s_at	1561.89	P	0.000244141
200038_s_at	9235.43	P	0.000244141
200039_s_at	666.359	P	0.000244141
200040_at	1579.86	P	0.000244141
200041_s_at	1767.65	P	0.000244141
200042_at	362.789	P	0.000244141
200043_at	1560.29	P	0.000244141
200044_at	925.04	P	0.000244141
200045_at	261.82	P	0.000244141
200046_at	945.206	P	0.000244141
200047_s_at	1728.46	P	0.000244141
200048_s_at	1861.27	P	0.000244141
200049_at	200.4	P	0.000244141
200050_at	669.316	P	0.000244141
200051_at	184.461	P	0.000244141
200052_s_at	553.675	P	0.000244141
200053_at	391.126	P	0.0012207
200054_at	137.43	P	0.0012207
200055_at	706.952	P	0.000244141
200056_s_at	409.848	P	0.000244141
200057_s_at	2321.06	P	0.000244141
200058_s_at	876.331	P	0.000244141
200059_s_at	4718.67	P	0.000244141
200060_s_at	1067.79	P	0.000244141
200061_s_at	8231.78	P	0.000244141
200062_s_at	10071.5	P	0.000244141
200063_s_at	5494.46	P	0.000244141
200064_at	1840.08	P	0.000244141
200065_s_at	2225.45	P	0.000244141
200066_at	572.121	P	0.000244141
