ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	117.538	P	0.000389797
AFFX-BioB-M_at	244.499	P	5.16732e-05
AFFX-BioB-3_at	112.215	P	9.4506e-05
AFFX-BioC-5_at	393.854	P	4.42873e-05
AFFX-BioC-3_at	461.57	P	4.42873e-05
AFFX-BioDn-5_at	882.29	P	4.42873e-05
AFFX-BioDn-3_at	1645.73	P	4.42873e-05
AFFX-CreX-5_at	3871.62	P	5.16732e-05
AFFX-CreX-3_at	5316.95	P	4.42873e-05
AFFX-DapX-5_at	50.3869	P	0.00010954
AFFX-DapX-M_at	181.065	P	0.000753643
AFFX-DapX-3_at	274.031	P	8.14279e-05
AFFX-LysX-5_at	9.9714	P	0.0429619
AFFX-LysX-M_at	21.9867	A	0.123572
AFFX-LysX-3_at	46.2644	P	0.000126798
AFFX-PheX-5_at	19.0416	P	0.000389797
AFFX-PheX-M_at	24.7163	P	0.0044838
AFFX-PheX-3_at	33.3443	P	0.00499819
AFFX-ThrX-5_at	19.1397	P	0.00686653
AFFX-ThrX-M_at	43.4931	P	0.00010954
AFFX-ThrX-3_at	72.5943	P	4.42873e-05
AFFX-TrpnX-5_at	1.48228	A	0.904333
AFFX-TrpnX-M_at	1.18513	A	0.804734
AFFX-TrpnX-3_at	2.97103	A	0.672921
AFFX-r2-Ec-bioB-5_at	178.855	P	0.000244141
AFFX-r2-Ec-bioB-M_at	214.723	P	0.000244141
AFFX-r2-Ec-bioB-3_at	185.243	P	0.000244141
AFFX-r2-Ec-bioC-5_at	544.441	P	0.000244141
AFFX-r2-Ec-bioC-3_at	504.648	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2460.27	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2898.74	P	0.000244141
AFFX-r2-P1-cre-5_at	5527.93	P	0.000244141
AFFX-r2-P1-cre-3_at	7631.57	P	0.000244141
AFFX-r2-Bs-dap-5_at	82.1728	P	0.000244141
AFFX-r2-Bs-dap-M_at	165.22	P	0.0012207
AFFX-r2-Bs-dap-3_at	295.77	P	0.000244141
AFFX-r2-Bs-lys-5_at	12.3425	P	0.0107422
AFFX-r2-Bs-lys-M_at	19.0918	P	0.0141602
AFFX-r2-Bs-lys-3_at	21.6101	P	0.00805664
AFFX-r2-Bs-phe-5_at	25.9273	P	0.0012207
AFFX-r2-Bs-phe-M_at	25.578	P	0.000732422
AFFX-r2-Bs-phe-3_at	67.7122	P	0.00415039
AFFX-r2-Bs-thr-3_s_at	129.221	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	74.092	P	0.00195313
AFFX-r2-Bs-thr-5_s_at	34.4006	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	148.28	P	5.16732e-05
AFFX-HUMISGF3A/M97935_MA_at	392.934	P	8.14279e-05
AFFX-HUMISGF3A/M97935_MB_at	372.296	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	952.575	P	6.02111e-05
AFFX-HUMRGE/M10098_5_at	57.0838	P	0.000340305
AFFX-HUMRGE/M10098_M_at	53.0643	P	0.0012475
AFFX-HUMRGE/M10098_3_at	51.008	P	0.0032123
AFFX-HUMGAPDH/M33197_5_at	1353.97	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	1191.7	P	5.16732e-05
AFFX-HUMGAPDH/M33197_3_at	1666.41	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	6149.18	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	6897	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	8169.94	P	4.42873e-05
AFFX-M27830_5_at	230.72	P	5.16732e-05
AFFX-M27830_M_at	415.687	P	0.00255552
AFFX-M27830_3_at	4.42242	A	0.686277
AFFX-hum_alu_at	10567.5	P	2.6068e-13
1007_s_at	15.7263	A	0.52062
1053_at	38.8816	P	0.0393654
117_at	1820.83	P	0.000218889
121_at	34.2113	A	0.234557
1255_g_at	1.73283	A	0.765443
1294_at	118.84	P	0.00306668
1316_at	16.3962	P	0.00998544
1320_at	1.42304	A	0.978151
1405_i_at	206.363	P	0.00049077
1431_at	9.57064	A	0.0813367
1438_at	5.05791	A	0.732537
1487_at	103.826	P	0.00998544
1494_f_at	20.3879	A	0.0813367
1598_g_at	47.1862	A	0.0813367
160020_at	45.8411	P	0.0489947
1729_at	147.707	P	0.00306668
1773_at	42.0816	P	0.0351629
177_at	15.8219	P	0.0170005
179_at	63.3355	A	0.162935
1861_at	48.4858	P	0.00486276
200000_s_at	180.108	P	0.000244141
200001_at	331.672	P	0.00415039
200002_at	739.699	P	0.000244141
200003_s_at	4050.41	P	0.000244141
200004_at	2305.64	P	0.000244141
200005_at	482.294	P	0.000244141
200006_at	536.715	P	0.000244141
200007_at	1141.52	P	0.000244141
200008_s_at	397.909	P	0.000244141
200009_at	1194.8	P	0.000244141
200010_at	1778.56	P	0.000244141
200011_s_at	601.293	P	0.000244141
200012_x_at	2960.43	P	0.000244141
200013_at	1324.99	P	0.000244141
200014_s_at	808.203	P	0.000244141
200015_s_at	485.54	P	0.0012207
200016_x_at	823.531	P	0.000244141
200017_at	2368.55	P	0.000244141
200018_at	2580.95	P	0.000244141
200019_s_at	1979.78	P	0.000244141
200020_at	155.064	P	0.000244141
200021_at	4760.9	P	0.0012207
200022_at	1716.41	P	0.000244141
200023_s_at	295.688	P	0.000244141
200024_at	970.027	P	0.000732422
200025_s_at	2496.75	P	0.000244141
200026_at	4271.4	P	0.000732422
200027_at	169.216	P	0.000244141
200028_s_at	88.4474	P	0.000244141
200029_at	2548.66	P	0.000244141
200030_s_at	687.586	P	0.000244141
200031_s_at	4225.47	P	0.000244141
200032_s_at	3546.7	P	0.000244141
200033_at	2882.59	P	0.000244141
200034_s_at	1457.83	P	0.000244141
200035_at	178.129	P	0.000244141
200036_s_at	701.56	P	0.000244141
