ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	299.581	P	0.000146581
AFFX-BioB-M_at	525.975	P	4.42873e-05
AFFX-BioB-3_at	341.464	P	4.42873e-05
AFFX-BioC-5_at	889.514	P	5.16732e-05
AFFX-BioC-3_at	1078.05	P	4.42873e-05
AFFX-BioDn-5_at	1947.49	P	4.42873e-05
AFFX-BioDn-3_at	3360.3	P	5.16732e-05
AFFX-CreX-5_at	8533.48	P	5.16732e-05
AFFX-CreX-3_at	9617.21	P	4.42873e-05
AFFX-DapX-5_at	288.186	P	7.00668e-05
AFFX-DapX-M_at	679.001	P	0.000340305
AFFX-DapX-3_at	815.76	P	5.16732e-05
AFFX-LysX-5_at	28.8188	P	7.00668e-05
AFFX-LysX-M_at	61.1377	P	0.00255552
AFFX-LysX-3_at	80.8004	P	0.000146581
AFFX-PheX-5_at	32.864	P	0.000258358
AFFX-PheX-M_at	69.7273	P	8.14279e-05
AFFX-PheX-3_at	77.6402	P	0.000224668
AFFX-ThrX-5_at	86.572	P	0.000195116
AFFX-ThrX-M_at	136.763	P	5.16732e-05
AFFX-ThrX-3_at	212.351	P	4.42873e-05
AFFX-TrpnX-5_at	8.08707	A	0.354453
AFFX-TrpnX-M_at	0.670408	A	0.995519
AFFX-TrpnX-3_at	1.72276	A	0.737173
AFFX-r2-Ec-bioB-5_at	437.241	P	0.000244141
AFFX-r2-Ec-bioB-M_at	461.985	P	0.000244141
AFFX-r2-Ec-bioB-3_at	385.261	P	0.000244141
AFFX-r2-Ec-bioC-5_at	948.913	P	0.000244141
AFFX-r2-Ec-bioC-3_at	1122.2	P	0.000244141
AFFX-r2-Ec-bioD-5_at	4023.53	P	0.000244141
AFFX-r2-Ec-bioD-3_at	4889.55	P	0.000244141
AFFX-r2-P1-cre-5_at	9128.86	P	0.000244141
AFFX-r2-P1-cre-3_at	12892	P	0.000244141
AFFX-r2-Bs-dap-5_at	398.049	P	0.000244141
AFFX-r2-Bs-dap-M_at	727.67	P	0.000244141
AFFX-r2-Bs-dap-3_at	872.776	P	0.000244141
AFFX-r2-Bs-lys-5_at	39.7935	P	0.000732422
AFFX-r2-Bs-lys-M_at	55.8077	P	0.000732422
AFFX-r2-Bs-lys-3_at	51.0598	P	0.00292969
AFFX-r2-Bs-phe-5_at	86.064	P	0.000244141
AFFX-r2-Bs-phe-M_at	84.1962	P	0.000244141
AFFX-r2-Bs-phe-3_at	100.498	P	0.000732422
AFFX-r2-Bs-thr-3_s_at	354.995	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	224	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	148.678	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	211.628	P	0.000126798
AFFX-HUMISGF3A/M97935_MA_at	550.664	P	6.02111e-05
AFFX-HUMISGF3A/M97935_MB_at	532.278	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1476.82	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	168.72	P	0.000195116
AFFX-HUMRGE/M10098_M_at	152.537	P	0.000662269
