ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	95.2358	P	0.000258358
AFFX-BioB-M_at	196.294	P	4.42873e-05
AFFX-BioB-3_at	105.315	P	7.00668e-05
AFFX-BioC-5_at	343.447	P	4.42873e-05
AFFX-BioC-3_at	373.672	P	4.42873e-05
AFFX-BioDn-5_at	897.182	P	4.42873e-05
AFFX-BioDn-3_at	1484.22	P	4.42873e-05
AFFX-CreX-5_at	3663.35	P	4.42873e-05
AFFX-CreX-3_at	4383.51	P	4.42873e-05
AFFX-DapX-5_at	95.1198	P	0.000146581
AFFX-DapX-M_at	203.821	P	0.000389797
AFFX-DapX-3_at	317.859	P	5.16732e-05
AFFX-LysX-5_at	17.0941	P	0.00141043
AFFX-LysX-M_at	26.472	P	0.0138105
AFFX-LysX-3_at	27.9081	P	0.000662269
AFFX-PheX-5_at	26.0796	P	0.000389797
AFFX-PheX-M_at	28.9322	P	0.000146402
AFFX-PheX-3_at	42.1373	P	0.000258358
AFFX-ThrX-5_at	32.7903	P	8.13208e-05
AFFX-ThrX-M_at	43.4581	P	4.42873e-05
AFFX-ThrX-3_at	95.8498	P	4.42873e-05
AFFX-TrpnX-5_at	7.79317	A	0.165861
AFFX-TrpnX-M_at	0.433432	A	0.945787
AFFX-TrpnX-3_at	0.734267	A	0.824672
AFFX-r2-Ec-bioB-5_at	155.563	P	0.000244141
AFFX-r2-Ec-bioB-M_at	153.302	P	0.000244141
AFFX-r2-Ec-bioB-3_at	135.671	P	0.000244141
AFFX-r2-Ec-bioC-5_at	372.78	P	0.000244141
AFFX-r2-Ec-bioC-3_at	449.699	P	0.000244141
AFFX-r2-Ec-bioD-5_at	1859.86	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2231.74	P	0.000244141
AFFX-r2-P1-cre-5_at	4524.55	P	0.000244141
AFFX-r2-P1-cre-3_at	5861.49	P	0.000244141
AFFX-r2-Bs-dap-5_at	137.154	P	0.000244141
AFFX-r2-Bs-dap-M_at	187.525	P	0.000244141
AFFX-r2-Bs-dap-3_at	309.153	P	0.000244141
AFFX-r2-Bs-lys-5_at	16.3937	P	0.0185547
AFFX-r2-Bs-lys-M_at	17.5583	P	0.00805664
AFFX-r2-Bs-lys-3_at	15.7559	P	0.0185547
AFFX-r2-Bs-phe-5_at	30.699	P	0.000244141
AFFX-r2-Bs-phe-M_at	30.9351	P	0.000732422
AFFX-r2-Bs-phe-3_at	49.6414	P	0.0012207
AFFX-r2-Bs-thr-3_s_at	121.538	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	92.7376	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	66.5963	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	141.522	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MA_at	380.78	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MB_at	295.663	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	693.229	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	51.138	P	0.000296708
AFFX-HUMRGE/M10098_M_at	33.7099	P	0.0182806
AFFX-HUMRGE/M10098_3_at	34.7693	P	0.00159257
AFFX-HUMGAPDH/M33197_5_at	1345.05	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	1217.22	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	1522.38	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	4566.35	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	5732.27	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	6636.05	P	4.42873e-05
AFFX-M27830_5_at	117.044	P	9.4506e-05
AFFX-M27830_M_at	270.131	P	0.00179591
AFFX-M27830_3_at	1.93683	A	0.876428
AFFX-hum_alu_at	8881.09	P	2.6068e-13
1007_s_at	16.425	A	0.175989
1053_at	62.0196	P	0.00486276
117_at	1220.38	P	0.000218889
121_at	54.91	M	0.0604193
1255_g_at	8.22324	A	0.204022
1294_at	140.914	P	0.000218889
1316_at	12.0831	P	0.00306668
1320_at	0.875221	A	0.985063
1405_i_at	108.168	P	0.000612512
1431_at	7.62995	P	0.0130918
1438_at	6.89588	A	0.32083
1487_at	86.5278	P	0.0130918
1494_f_at	16.2354	P	0.0313357
1598_g_at	34.4806	A	0.0738301
160020_at	26.737	A	0.150527
1729_at	164.947	P	0.000673102
1773_at	35.0768	P	0.0149366
177_at	15.2572	P	0.000388206
179_at	27.4783	A	0.378184
1861_at	38.3111	P	0.00418033
200000_s_at	281.07	P	0.000244141
200001_at	285.178	P	0.00195313
200002_at	1200.43	P	0.000244141
200003_s_at	4852.35	P	0.000244141
200004_at	1922.95	P	0.000244141
200005_at	640.554	P	0.000244141
200006_at	473.004	P	0.000244141
200007_at	1135.25	P	0.000244141
200008_s_at	422.486	P	0.000244141
200009_at	1280.03	P	0.000244141
200010_at	1948.14	P	0.000244141
200011_s_at	398.147	P	0.000244141
200012_x_at	3326.49	P	0.000244141
200013_at	1900.52	P	0.000244141
200014_s_at	1040.93	P	0.000244141
200015_s_at	495.58	P	0.0012207
200016_x_at	1408.21	P	0.000244141
200017_at	3248.42	P	0.000244141
200018_at	3088.65	P	0.000244141
200019_s_at	2442.88	P	0.000244141
200020_at	186.458	P	0.000244141
200021_at	3782	P	0.0012207
200022_at	2362.36	P	0.000244141
200023_s_at	417.827	P	0.000244141
200024_at	1264.54	P	0.000732422
200025_s_at	2479.11	P	0.000244141
200026_at	4734.79	P	0.000732422
200027_at	345.499	P	0.000244141
200028_s_at	158.875	P	0.000244141
200029_at	2894.84	P	0.000244141
200030_s_at	761.809	P	0.000244141
200031_s_at	4767.33	P	0.000244141
200032_s_at	4771.47	P	0.000244141
200033_at	2577.01	P	0.000244141
200034_s_at	1985.98	P	0.000244141
200035_at	167.246	P	0.000244141
200036_s_at	1092.29	P	0.000244141
200037_s_at	567.561	P	0.000244141
200038_s_at	3327.8	P	0.000244141
200039_s_at	190.469	P	0.000732422
200040_at	579.933	P	0.000244141
200041_s_at	521.045	P	0.000244141
200042_at	92.6456	P	0.0012207
200043_at	350.196	P	0.000244141
200044_at	373.815	P	0.000244141
200045_at	60.4988	P	0.000244141
200046_at	270.413	P	0.000244141
200047_s_at	1203.35	P	0.000244141
200048_s_at	1184.68	P	0.000244141
200049_at	84.8978	P	0.000244141
200050_at	117.399	P	0.0012207
200051_at	149.215	P	0.000244141
200052_s_at	65.7604	P	0.000244141
200053_at	135.972	P	0.000732422
200054_at	13.9249	A	0.0952148
200055_at	548.704	P	0.000244141
200056_s_at	142.796	P	0.000244141
200057_s_at	675.872	P	0.000244141
200058_s_at	387.777	P	0.000244141
200059_s_at	3331.89	P	0.000244141
200060_s_at	256.345	P	0.00195313
200061_s_at	3306.11	P	0.000244141
200062_s_at	3989.42	P	0.000244141
200063_s_at	1188.34	P	0.000244141
200064_at	270.271	P	0.000732422
200065_s_at	1842.66	P	0.000244141
200066_at	668.423	P	0.000244141
200067_x_at	546.102	P	0.000244141
200068_s_at	303.211	P	0.000244141
200069_at	52.4913	P	0.000244141
200070_at	107.442	P	0.000244141
200071_at	419.999	P	0.000244141
200072_s_at	307.935	P	0.000244141
200073_s_at	498.948	P	0.000244141
200074_s_at	1115.99	P	0.000244141
200075_s_at	355.492	P	0.000732422
200076_s_at	198.165	P	0.000244141
200077_s_at	4759.34	P	0.000244141
200078_s_at	2029.24	P	0.000244141
200079_s_at	256.799	P	0.000244141
200080_s_at	5111.41	P	0.000244141
200081_s_at	3282.18	P	0.000244141
200082_s_at	1968.24	P	0.000244141
200083_at	161.718	P	0.000732422
200084_at	248.806	P	0.000244141
200085_s_at	1219.64	P	0.000244141
200086_s_at	839.365	P	0.000244141
200087_s_at	522.885	P	0.000244141
200088_x_at	2921.47	P	0.000244141
200089_s_at	1149.37	P	0.000244141
200090_at	870.27	P	0.000732422
200091_s_at	1702.18	P	0.000244141
200092_s_at	4149.33	P	0.000244141
200093_s_at	282.496	P	0.000244141
200094_s_at	638.398	P	0.000244141
200095_x_at	2956.15	P	0.000244141
200096_s_at	1952.27	P	0.000244141
200097_s_at	1033.01	P	0.000244141
200098_s_at	272.777	P	0.000244141
200099_s_at	4537.39	P	0.000244141
200593_s_at	433.037	P	0.000244141
200594_x_at	811.701	P	0.000244141
200595_s_at	230.418	P	0.000244141
200596_s_at	179.885	P	0.000244141
200597_at	69.9767	P	0.000244141
200598_s_at	100.35	P	0.000244141
200599_s_at	219.055	P	0.000244141
200600_at	1863.47	P	0.000244141
200601_at	330.269	P	0.000244141
200602_at	18.3817	P	0.00195313
200603_at	1332.5	P	0.000244141
200604_s_at	915.8	P	0.000244141
200605_s_at	2235.59	P	0.000244141
200606_at	3.05525	A	0.533936
200607_s_at	435.879	P	0.000244141
200608_s_at	884.461	P	0.000244141
200609_s_at	1717.01	P	0.000244141
