ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	140.772	P	0.000662269
AFFX-BioB-M_at	282.3	P	4.42873e-05
AFFX-BioB-3_at	140.241	P	0.000195116
AFFX-BioC-5_at	504.014	P	5.16732e-05
AFFX-BioC-3_at	636.305	P	4.42873e-05
AFFX-BioDn-5_at	1033.06	P	4.42873e-05
AFFX-BioDn-3_at	2203.91	P	6.02111e-05
AFFX-CreX-5_at	4988.76	P	5.16732e-05
AFFX-CreX-3_at	6547.03	P	4.42873e-05
AFFX-DapX-5_at	736.876	P	5.16732e-05
AFFX-DapX-M_at	1344.91	P	9.4506e-05
AFFX-DapX-3_at	1720.52	P	5.16732e-05
AFFX-LysX-5_at	65.6698	P	8.14279e-05
AFFX-LysX-M_at	122.464	P	0.000296708
AFFX-LysX-3_at	196.171	P	6.02111e-05
AFFX-PheX-5_at	111.289	P	4.42873e-05
AFFX-PheX-M_at	145.262	P	4.42873e-05
AFFX-PheX-3_at	163.876	P	5.16732e-05
AFFX-ThrX-5_at	227.051	P	6.02111e-05
AFFX-ThrX-M_at	315.716	P	4.42873e-05
AFFX-ThrX-3_at	458.086	P	4.42873e-05
AFFX-TrpnX-5_at	12.2381	A	0.382599
AFFX-TrpnX-M_at	4.35184	A	0.645547
AFFX-TrpnX-3_at	1.40346	A	0.804734
AFFX-r2-Ec-bioB-5_at	271.167	P	0.000244141
AFFX-r2-Ec-bioB-M_at	268.315	P	0.000244141
AFFX-r2-Ec-bioB-3_at	213.924	P	0.000244141
AFFX-r2-Ec-bioC-5_at	610.213	P	0.000244141
AFFX-r2-Ec-bioC-3_at	786.759	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2494.56	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3262.07	P	0.000244141
AFFX-r2-P1-cre-5_at	6641.89	P	0.000244141
AFFX-r2-P1-cre-3_at	9042.15	P	0.000244141
AFFX-r2-Bs-dap-5_at	1016.07	P	0.000244141
AFFX-r2-Bs-dap-M_at	1405.12	P	0.000244141
AFFX-r2-Bs-dap-3_at	1700.4	P	0.000244141
AFFX-r2-Bs-lys-5_at	89.8564	P	0.000244141
AFFX-r2-Bs-lys-M_at	143.613	P	0.000244141
AFFX-r2-Bs-lys-3_at	114.72	P	0.0012207
AFFX-r2-Bs-phe-5_at	182.558	P	0.000244141
AFFX-r2-Bs-phe-M_at	215.863	P	0.000244141
AFFX-r2-Bs-phe-3_at	271.258	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	618.034	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	440.959	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	322.74	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	347.144	P	7.00668e-05
AFFX-HUMISGF3A/M97935_MA_at	620.854	P	5.16732e-05
AFFX-HUMISGF3A/M97935_MB_at	595.353	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1835.78	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	78.6571	P	0.00010954
AFFX-HUMRGE/M10098_M_at	72.719	P	0.0044838
AFFX-HUMRGE/M10098_3_at	116.554	P	0.000753643
AFFX-HUMGAPDH/M33197_5_at	6319.43	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	6745.31	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	8066.97	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	11027.2	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	11548.8	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	12671.8	P	4.42873e-05
AFFX-M27830_5_at	287.736	P	5.16732e-05
AFFX-M27830_M_at	1494.22	P	0.002867
AFFX-M27830_3_at	5.35272	A	0.712257
AFFX-hum_alu_at	13520.5	P	2.6068e-13
1007_s_at	88.7436	P	0.00754291
1053_at	177.408	P	0.00306668
117_at	758.595	P	0.000218889
121_at	113.326	P	0.0313357
1255_g_at	7.57198	A	0.602006
1294_at	542.844	P	0.000218889
1316_at	13.0795	P	0.0218664
1320_at	2.83184	A	0.824051
1405_i_at	3250.69	P	0.00049077
1431_at	5.08965	A	0.250724
1438_at	10.4518	A	0.561639
1487_at	269.38	P	0.0278597
1494_f_at	26.1461	A	0.127645
1598_g_at	136.978	P	0.0193035
160020_at	54.7277	A	0.089405
1729_at	566.03	P	0.000265621
1773_at	76.1296	P	0.00564279
177_at	32.3443	P	0.0278597
179_at	124.17	M	0.0604193
1861_at	122.395	P	0.00358487
200000_s_at	1024.07	P	0.000244141
200001_at	2145.1	P	0.000244141
200002_at	7805.76	P	0.000244141
200003_s_at	14438.4	P	0.000244141
200004_at	5456.19	P	0.000244141
200005_at	3024.04	P	0.000244141
200006_at	4106.94	P	0.000244141
200007_at	2849.16	P	0.000244141
200008_s_at	1747.65	P	0.000244141
200009_at	3372.84	P	0.000244141
200010_at	10228.4	P	0.000244141
200011_s_at	998.601	P	0.000244141
200012_x_at	8721.32	P	0.000244141
200013_at	9824.32	P	0.000244141
200014_s_at	1594.82	P	0.000244141
200015_s_at	2208.56	P	0.000732422
200016_x_at	8213.39	P	0.000244141
200017_at	11249.7	P	0.000244141
200018_at	11696.3	P	0.000244141
200019_s_at	9146.85	P	0.000244141
200020_at	933.488	P	0.000244141
200021_at	8161.13	P	0.0012207
200022_at	10426	P	0.000244141
200023_s_at	4390.69	P	0.000244141
200024_at	7919.5	P	0.000732422
200025_s_at	10196.7	P	0.000244141
200026_at	11624.8	P	0.000244141
200027_at	1929.38	P	0.000244141
200028_s_at	1219.73	P	0.000244141
200029_at	9697.59	P	0.000244141
200030_s_at	3597.3	P	0.000244141
200031_s_at	14046.7	P	0.000244141
200032_s_at	12682.9	P	0.000244141
200033_at	7761.68	P	0.000244141
200034_s_at	9285.23	P	0.000244141
200035_at	498.815	P	0.000732422
200036_s_at	7400.97	P	0.000244141
200037_s_at	1923.15	P	0.000244141
200038_s_at	11603.5	P	0.000244141
200039_s_at	1390.18	P	0.000244141
200040_at	2178.18	P	0.000244141
200041_s_at	2615.97	P	0.000244141
200042_at	528.211	P	0.000244141
200043_at	2510.87	P	0.000244141
200044_at	1417.57	P	0.000244141
200045_at	441.502	P	0.000244141
200046_at	1521.46	P	0.000244141
200047_s_at	2656.03	P	0.000244141
200048_s_at	2960.56	P	0.000244141
200049_at	238.019	P	0.000244141
200050_at	795.793	P	0.000732422
200051_at	333.466	P	0.000244141
200052_s_at	811.954	P	0.000244141
200053_at	656.428	P	0.000244141
200054_at	189.738	P	0.00195313
200055_at	1514.38	P	0.000244141
200056_s_at	555.317	P	0.000244141
200057_s_at	3436.11	P	0.000244141
200058_s_at	1195.61	P	0.000244141
200059_s_at	6807.44	P	0.000244141
200060_s_at	1648.47	P	0.000732422
200061_s_at	9551.63	P	0.000244141
200062_s_at	12385.3	P	0.000244141
200063_s_at	6643.88	P	0.000244141
200064_at	2457.27	P	0.000244141
200065_s_at	4375.35	P	0.000244141
200066_at	818.187	P	0.000244141
200067_x_at	2808.01	P	0.000244141
