ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	173.762	P	0.000389797
AFFX-BioB-M_at	258.459	P	5.16732e-05
AFFX-BioB-3_at	132.064	P	5.16732e-05
AFFX-BioC-5_at	343.522	P	5.16732e-05
AFFX-BioC-3_at	336.965	P	5.16732e-05
AFFX-BioDn-5_at	1128.03	P	4.42873e-05
AFFX-BioDn-3_at	2143.81	P	5.16732e-05
AFFX-CreX-5_at	5639.89	P	4.42873e-05
AFFX-CreX-3_at	6470.65	P	4.42873e-05
AFFX-DapX-5_at	132.723	P	6.02111e-05
AFFX-DapX-M_at	244.023	P	0.000856509
AFFX-DapX-3_at	294.627	P	0.000126798
AFFX-LysX-5_at	15.3609	P	0.000581214
AFFX-LysX-M_at	22.6217	P	0.026111
AFFX-LysX-3_at	39.2045	P	0.000146581
AFFX-PheX-5_at	25.0244	P	0.000662269
AFFX-PheX-M_at	43.4578	P	0.000972149
AFFX-PheX-3_at	20.8338	P	0.000753643
AFFX-ThrX-5_at	37.5071	P	0.0044838
AFFX-ThrX-M_at	46.3961	P	0.000146581
AFFX-ThrX-3_at	85.4889	P	4.42873e-05
AFFX-TrpnX-5_at	6.52876	A	0.131361
AFFX-TrpnX-M_at	2.46373	A	0.876428
AFFX-TrpnX-3_at	4.07124	A	0.48511
AFFX-r2-Ec-bioB-5_at	217.681	P	0.000244141
AFFX-r2-Ec-bioB-M_at	235.695	P	0.000244141
AFFX-r2-Ec-bioB-3_at	201.058	P	0.000244141
AFFX-r2-Ec-bioC-5_at	444.719	P	0.000244141
AFFX-r2-Ec-bioC-3_at	472.361	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2768.43	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3280.02	P	0.000244141
AFFX-r2-P1-cre-5_at	7214.07	P	0.000244141
AFFX-r2-P1-cre-3_at	8839.84	P	0.000244141
AFFX-r2-Bs-dap-5_at	147.253	P	0.000244141
AFFX-r2-Bs-dap-M_at	214.913	P	0.000244141
AFFX-r2-Bs-dap-3_at	295.43	P	0.000244141
AFFX-r2-Bs-lys-5_at	20.4269	P	0.000732422
AFFX-r2-Bs-lys-M_at	16.203	P	0.0375977
AFFX-r2-Bs-lys-3_at	22.9726	P	0.0141602
AFFX-r2-Bs-phe-5_at	35.9345	P	0.000732422
AFFX-r2-Bs-phe-M_at	33.8681	P	0.000244141
AFFX-r2-Bs-phe-3_at	56.1156	P	0.0141602
