ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	127.237	P	0.000258358
AFFX-BioB-M_at	185.719	P	4.42873e-05
AFFX-BioB-3_at	109.956	P	7.00668e-05
AFFX-BioC-5_at	377.735	P	4.42873e-05
AFFX-BioC-3_at	455.034	P	5.16732e-05
AFFX-BioDn-5_at	1109.33	P	4.42873e-05
AFFX-BioDn-3_at	1989.35	P	4.42873e-05
AFFX-CreX-5_at	4641.71	P	5.16732e-05
AFFX-CreX-3_at	5662	P	4.42873e-05
AFFX-DapX-5_at	347.303	P	5.16732e-05
AFFX-DapX-M_at	638.42	P	7.00668e-05
AFFX-DapX-3_at	951.09	P	4.42873e-05
AFFX-LysX-5_at	50.8947	P	9.4506e-05
AFFX-LysX-M_at	82.903	P	0.000146581
AFFX-LysX-3_at	133.733	P	5.16732e-05
AFFX-PheX-5_at	85.6931	P	4.42873e-05
AFFX-PheX-M_at	130.802	P	4.42873e-05
AFFX-PheX-3_at	147.607	P	0.000169227
AFFX-ThrX-5_at	105.801	P	9.4506e-05
AFFX-ThrX-M_at	134.072	P	4.42873e-05
AFFX-ThrX-3_at	225.093	P	4.42873e-05
AFFX-TrpnX-5_at	9.15904	A	0.340661
AFFX-TrpnX-M_at	0.63643	A	0.921998
AFFX-TrpnX-3_at	3.10067	A	0.672921
AFFX-r2-Ec-bioB-5_at	166.708	P	0.000244141
AFFX-r2-Ec-bioB-M_at	176.544	P	0.000244141
AFFX-r2-Ec-bioB-3_at	164.092	P	0.000244141
AFFX-r2-Ec-bioC-5_at	522.109	P	0.000244141
AFFX-r2-Ec-bioC-3_at	555.334	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2547.33	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2954.52	P	0.000244141
AFFX-r2-P1-cre-5_at	5785.74	P	0.000244141
AFFX-r2-P1-cre-3_at	7475	P	0.000244141
AFFX-r2-Bs-dap-5_at	497.835	P	0.000244141
AFFX-r2-Bs-dap-M_at	705.411	P	0.000244141
AFFX-r2-Bs-dap-3_at	848.633	P	0.000244141
AFFX-r2-Bs-lys-5_at	85.7004	P	0.000244141
AFFX-r2-Bs-lys-M_at	108.781	P	0.000732422
AFFX-r2-Bs-lys-3_at	59.0573	P	0.000244141
AFFX-r2-Bs-phe-5_at	177.458	P	0.000244141
AFFX-r2-Bs-phe-M_at	146.648	P	0.000244141
AFFX-r2-Bs-phe-3_at	188.218	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	319.143	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	233.763	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	148.317	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	112.235	P	8.14279e-05
AFFX-HUMISGF3A/M97935_MA_at	272.885	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MB_at	288.446	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	835.642	P	5.16732e-05
AFFX-HUMRGE/M10098_5_at	80.1746	P	0.000581214
AFFX-HUMRGE/M10098_M_at	53.3457	P	0.00499495
AFFX-HUMRGE/M10098_3_at	70.4044	P	0.000258358
AFFX-HUMGAPDH/M33197_5_at	4240.32	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	3943.23	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	4501.58	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	4734.85	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	6787.76	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	7417.15	P	4.42873e-05
AFFX-M27830_5_at	161.044	P	4.42873e-05
AFFX-M27830_M_at	641.6	P	0.0012475
AFFX-M27830_3_at	2.86712	A	0.749204
