ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	149.731	P	0.000126798
AFFX-BioB-M_at	272.912	P	4.42873e-05
AFFX-BioB-3_at	140.862	P	0.00010954
AFFX-BioC-5_at	468.367	P	4.42873e-05
AFFX-BioC-3_at	473.452	P	5.16732e-05
AFFX-BioDn-5_at	1149.14	P	4.42873e-05
AFFX-BioDn-3_at	1870.82	P	4.42873e-05
AFFX-CreX-5_at	4211.55	P	5.16732e-05
AFFX-CreX-3_at	4926.11	P	4.42873e-05
AFFX-DapX-5_at	175.553	P	5.16732e-05
AFFX-DapX-M_at	342.348	P	0.000146581
AFFX-DapX-3_at	581.825	P	4.42873e-05
AFFX-LysX-5_at	19.521	P	0.00022441
AFFX-LysX-M_at	41.3634	P	0.00499819
AFFX-LysX-3_at	59.8437	P	4.42873e-05
AFFX-PheX-5_at	29.8015	P	4.42873e-05
AFFX-PheX-M_at	40.1304	P	9.4506e-05
AFFX-PheX-3_at	69.0682	P	0.000296708
AFFX-ThrX-5_at	60.0553	P	5.16732e-05
AFFX-ThrX-M_at	96.6944	P	4.42873e-05
AFFX-ThrX-3_at	198.406	P	4.42873e-05
AFFX-TrpnX-5_at	2.12143	A	0.617411
AFFX-TrpnX-M_at	2.03102	A	0.824672
AFFX-TrpnX-3_at	1.75145	A	0.910522
AFFX-r2-Ec-bioB-5_at	205.522	P	0.000244141
AFFX-r2-Ec-bioB-M_at	269.847	P	0.000244141
AFFX-r2-Ec-bioB-3_at	183.797	P	0.000244141
AFFX-r2-Ec-bioC-5_at	556.207	P	0.000244141
AFFX-r2-Ec-bioC-3_at	667.974	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2649.15	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3060.74	P	0.000244141
AFFX-r2-P1-cre-5_at	5770.44	P	0.000244141
AFFX-r2-P1-cre-3_at	7390.91	P	0.000244141
AFFX-r2-Bs-dap-5_at	246.585	P	0.000244141
AFFX-r2-Bs-dap-M_at	328.134	P	0.000244141
