ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	171.006	P	0.000340305
AFFX-BioB-M_at	320.301	P	4.42873e-05
AFFX-BioB-3_at	179.391	P	5.16732e-05
AFFX-BioC-5_at	406.906	P	5.16732e-05
AFFX-BioC-3_at	532.814	P	4.42873e-05
AFFX-BioDn-5_at	1430.3	P	4.42873e-05
AFFX-BioDn-3_at	2408.56	P	6.02111e-05
AFFX-CreX-5_at	6278.5	P	5.16732e-05
AFFX-CreX-3_at	7226.17	P	4.42873e-05
AFFX-DapX-5_at	277.187	P	5.16732e-05
AFFX-DapX-M_at	682.611	P	0.000126798
AFFX-DapX-3_at	769.444	P	5.16732e-05
AFFX-LysX-5_at	33.4944	P	0.00010954
AFFX-LysX-M_at	43.4577	P	0.0012475
AFFX-LysX-3_at	102.273	P	8.14279e-05
AFFX-PheX-5_at	60.173	P	5.16732e-05
AFFX-PheX-M_at	76.5736	P	0.000146581
AFFX-PheX-3_at	84.4361	P	0.00010954
AFFX-ThrX-5_at	113.075	P	6.02111e-05
AFFX-ThrX-M_at	128.889	P	4.42873e-05
AFFX-ThrX-3_at	224.941	P	4.42873e-05
AFFX-TrpnX-5_at	4.86679	A	0.455413
AFFX-TrpnX-M_at	1.37574	A	0.969024
AFFX-TrpnX-3_at	7.96015	A	0.382589
AFFX-r2-Ec-bioB-5_at	238.699	P	0.000244141
AFFX-r2-Ec-bioB-M_at	275.412	P	0.000244141
AFFX-r2-Ec-bioB-3_at	236.351	P	0.000244141
AFFX-r2-Ec-bioC-5_at	519.201	P	0.000244141
AFFX-r2-Ec-bioC-3_at	578.026	P	0.000244141
AFFX-r2-Ec-bioD-5_at	3091.1	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3535.91	P	0.000244141
AFFX-r2-P1-cre-5_at	7592.18	P	0.000244141
AFFX-r2-P1-cre-3_at	10343.7	P	0.000244141
AFFX-r2-Bs-dap-5_at	459.31	P	0.000244141
AFFX-r2-Bs-dap-M_at	697.536	P	0.000244141
AFFX-r2-Bs-dap-3_at	929.635	P	0.000244141
AFFX-r2-Bs-lys-5_at	60.5259	P	0.000244141
AFFX-r2-Bs-lys-M_at	63.0094	P	0.000732422
AFFX-r2-Bs-lys-3_at	44.9675	P	0.00415039
AFFX-r2-Bs-phe-5_at	81.5522	P	0.000244141
