ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	190.67	P	0.00110197
AFFX-BioB-M_at	206.576	P	4.42873e-05
AFFX-BioB-3_at	156.971	P	8.14279e-05
AFFX-BioC-5_at	507.937	P	6.02111e-05
AFFX-BioC-3_at	673.364	P	4.42873e-05
AFFX-BioDn-5_at	1133.38	P	4.42873e-05
AFFX-BioDn-3_at	2292.46	P	6.02111e-05
AFFX-CreX-5_at	5700.24	P	5.16732e-05
AFFX-CreX-3_at	7070.38	P	4.42873e-05
AFFX-DapX-5_at	1063.06	P	4.42873e-05
AFFX-DapX-M_at	1793.94	P	8.14279e-05
AFFX-DapX-3_at	2216.44	P	5.16732e-05
AFFX-LysX-5_at	107.511	P	7.00668e-05
AFFX-LysX-M_at	141.687	P	0.000224668
AFFX-LysX-3_at	258.275	P	7.00668e-05
AFFX-PheX-5_at	172.557	P	4.42873e-05
AFFX-PheX-M_at	234.793	P	4.42246e-05
AFFX-PheX-3_at	176.876	P	4.42873e-05
AFFX-ThrX-5_at	272.936	P	5.16732e-05
AFFX-ThrX-M_at	378.345	P	4.42873e-05
AFFX-ThrX-3_at	562.64	P	4.42873e-05
AFFX-TrpnX-5_at	16.382	A	0.116113
AFFX-TrpnX-M_at	0.600716	A	0.987453
AFFX-TrpnX-3_at	1.37738	A	0.760937
AFFX-r2-Ec-bioB-5_at	259.568	P	0.000244141
AFFX-r2-Ec-bioB-M_at	248.181	P	0.000244141
AFFX-r2-Ec-bioB-3_at	247.318	P	0.000244141
AFFX-r2-Ec-bioC-5_at	602.231	P	0.000244141
AFFX-r2-Ec-bioC-3_at	760.302	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2723.09	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3332.3	P	0.000244141
AFFX-r2-P1-cre-5_at	7072.99	P	0.000244141
AFFX-r2-P1-cre-3_at	10319.6	P	0.000244141
AFFX-r2-Bs-dap-5_at	1397.34	P	0.000244141
AFFX-r2-Bs-dap-M_at	2136.24	P	0.000244141
AFFX-r2-Bs-dap-3_at	2519.57	P	0.000244141
AFFX-r2-Bs-lys-5_at	172.146	P	0.000244141
AFFX-r2-Bs-lys-M_at	158.398	P	0.000244141
AFFX-r2-Bs-lys-3_at	161.173	P	0.000244141
AFFX-r2-Bs-phe-5_at	250.311	P	0.000244141
AFFX-r2-Bs-phe-M_at	277.142	P	0.000244141
AFFX-r2-Bs-phe-3_at	342.016	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	748.647	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	566.995	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	374.721	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	200.81	P	0.000126798
AFFX-HUMISGF3A/M97935_MA_at	445.616	P	7.00668e-05
AFFX-HUMISGF3A/M97935_MB_at	434.538	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1474.79	P	5.16732e-05
AFFX-HUMRGE/M10098_5_at	130.882	P	8.14279e-05
AFFX-HUMRGE/M10098_M_at	103.836	P	0.000509415
AFFX-HUMRGE/M10098_3_at	150.048	P	0.00159257
AFFX-HUMGAPDH/M33197_5_at	6614.34	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	6728.46	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	8267.51	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	11280.5	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	11484.2	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	13318.3	P	4.42873e-05
AFFX-M27830_5_at	336.194	P	5.16732e-05
AFFX-M27830_M_at	1467.81	P	0.00227496
AFFX-M27830_3_at	8.12342	A	0.440646
AFFX-hum_alu_at	13043.7	P	2.6068e-13
1007_s_at	137.648	P	0.00418033
1053_at	127.806	P	0.00306668
117_at	355.601	P	0.000265621
121_at	125.798	P	0.0193035
1255_g_at	5.83003	A	0.47938
1294_at	513.852	P	0.000218889
1316_at	20.4639	P	0.0313357
1320_at	3.69478	A	0.810313
1405_i_at	3407.94	P	0.00049077
1431_at	7.12042	A	0.35869
1438_at	20.1995	A	0.378184
1487_at	231.232	P	0.0278597
1494_f_at	36.308	P	0.0170005
1598_g_at	114.081	P	0.0439678
160020_at	47.3432	P	0.0278597
1729_at	543.019	P	0.000265621
1773_at	84.4705	P	0.00418033
177_at	40.4558	P	0.024711
179_at	102.08	A	0.107301
1861_at	103.609	P	0.00135385
200000_s_at	1112.58	P	0.000244141
200001_at	2223.55	P	0.000244141
200002_at	9320.51	P	0.000244141
200003_s_at	14486.6	P	0.000244141
200004_at	5808.63	P	0.000244141
200005_at	3430.88	P	0.000244141
200006_at	4565.75	P	0.000244141
200007_at	3057.34	P	0.000244141
200008_s_at	1945.48	P	0.000244141
200009_at	4129.22	P	0.000244141
200010_at	11536.6	P	0.000244141
200011_s_at	1058.63	P	0.000244141
200012_x_at	9726.17	P	0.000244141
200013_at	11088.8	P	0.000244141
200014_s_at	1694.68	P	0.000244141
200015_s_at	2915.83	P	0.0012207
200016_x_at	10255.2	P	0.000244141
200017_at	13636.7	P	0.000244141
200018_at	12606.7	P	0.000244141
200019_s_at	9978.45	P	0.000244141
200020_at	1050.17	P	0.000244141
200021_at	8147.26	P	0.0012207
200022_at	11975.7	P	0.000244141
200023_s_at	5368.27	P	0.000244141
200024_at	9355.24	P	0.000244141
200025_s_at	12407.4	P	0.000244141
200026_at	11186.3	P	0.000244141
200027_at	2423.35	P	0.000244141
200028_s_at	1371.18	P	0.000244141
200029_at	11195.3	P	0.000244141
200030_s_at	3600.03	P	0.000244141
200031_s_at	14578.6	P	0.000244141
200032_s_at	13524.8	P	0.000244141
200033_at	8968.59	P	0.000244141
200034_s_at	11243.8	P	0.000244141
200035_at	365.032	P	0.0012207
200036_s_at	8231.83	P	0.000244141
200037_s_at	2298.23	P	0.000244141
200038_s_at	12282	P	0.000244141
200039_s_at	1049.22	P	0.000244141
200040_at	2289.56	P	0.000244141
200041_s_at	2824.21	P	0.000244141
200042_at	591.214	P	0.000244141
200043_at	2945.91	P	0.000244141
200044_at	1526.71	P	0.000244141
200045_at	457.934	P	0.000244141
200046_at	1761.93	P	0.000244141
200047_s_at	2930.59	P	0.000244141
200048_s_at	3198.86	P	0.000244141
200049_at	264.64	P	0.000244141
200050_at	1111.34	P	0.0012207
200051_at	346.372	P	0.000244141
200052_s_at	825.989	P	0.000244141
200053_at	695.64	P	0.000244141
200054_at	182.766	P	0.000732422
200055_at	1344.12	P	0.000244141
200056_s_at	639.383	P	0.000244141
200057_s_at	3864.95	P	0.000244141
200058_s_at	1484.78	P	0.000244141
200059_s_at	6994.07	P	0.000244141
200060_s_at	1721.72	P	0.000244141
200061_s_at	10652.5	P	0.000244141
200062_s_at	13365.1	P	0.000244141
200063_s_at	7922.73	P	0.000244141
200064_at	2573.52	P	0.000244141
200065_s_at	3654.72	P	0.000244141
200066_at	914.256	P	0.000244141
200067_x_at	2406.7	P	0.000244141
200068_s_at	2130.8	P	0.000244141
200069_at	433.67	P	0.000244141
200070_at	401.667	P	0.000244141
200071_at	1346.06	P	0.000244141
200072_s_at	2058.32	P	0.000244141
200073_s_at	2675.98	P	0.000244141
200074_s_at	6450.93	P	0.000244141
200075_s_at	741.76	P	0.000244141
200076_s_at	441.84	P	0.000244141
200077_s_at	9411.53	P	0.000244141
200078_s_at	1347.43	P	0.000244141
200079_s_at	1660.58	P	0.000244141
200080_s_at	9950.26	P	0.000244141
200081_s_at	11255.6	P	0.000244141
200082_s_at	9529.68	P	0.000244141
200083_at	822.998	P	0.000244141
200084_at	1785.55	P	0.000244141
200085_s_at	1996.19	P	0.000244141
200086_s_at	4605.68	P	0.000244141
200087_s_at	2357.1	P	0.000244141
200088_x_at	11266.5	P	0.000244141
200089_s_at	10676.7	P	0.000244141
200090_at	2744.37	P	0.000244141
200091_s_at	10696.6	P	0.000244141
200092_s_at	11644.1	P	0.000244141
200093_s_at	2770.85	P	0.000244141
200094_s_at	8252.47	P	0.000244141
200095_x_at	13679.7	P	0.000244141
200096_s_at	3117.26	P	0.000244141
200097_s_at	3125.42	P	0.000244141
200098_s_at	1700.06	P	0.000244141
200099_s_at	14827.6	P	0.000244141
200593_s_at	1198.32	P	0.000244141
200594_x_at	2572.09	P	0.000244141
200595_s_at	2317.66	P	0.000244141
200596_s_at	765.366	P	0.000244141
200597_at	392.576	P	0.000244141
200598_s_at	828.438	P	0.000244141
200599_s_at	2040.51	P	0.000244141
200600_at	4199.28	P	0.000244141
200601_at	333.833	P	0.000732422
200602_at	399.244	P	0.000244141
200603_at	3219.99	P	0.000244141
200604_s_at	1014.18	P	0.000244141
200605_s_at	3012.25	P	0.000244141
200606_at	14.9907	A	0.334473
200607_s_at	617.046	P	0.000244141
200608_s_at	2489.21	P	0.000244141
200609_s_at	2500.84	P	0.000244141
200610_s_at	2966.86	P	0.000244141
200611_s_at	2173.08	P	0.000244141
200612_s_at	428.35	P	0.000732422
200613_at	1519.1	P	0.000244141
200614_at	2740.02	P	0.000244141
200615_s_at	210.262	P	0.000244141
200616_s_at	240.077	P	0.000244141
200617_at	336.182	P	0.000244141
200618_at	2000.17	P	0.000244141
200619_at	626.817	P	0.00805664
200620_at	2556.17	P	0.000244141
200621_at	358.49	P	0.000244141
200622_x_at	779.856	P	0.000244141
200623_s_at	586.62	P	0.000244141
200624_s_at	1516.35	P	0.000244141
200625_s_at	5214.14	P	0.000244141
