ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	82.6613	P	0.000389797
AFFX-BioB-M_at	200.56	P	4.42873e-05
AFFX-BioB-3_at	96.1168	P	9.4506e-05
AFFX-BioC-5_at	316.409	P	4.42873e-05
AFFX-BioC-3_at	362.358	P	4.42873e-05
AFFX-BioDn-5_at	866.439	P	4.42873e-05
AFFX-BioDn-3_at	1444.65	P	4.42873e-05
AFFX-CreX-5_at	3657.98	P	4.42873e-05
AFFX-CreX-3_at	4368.88	P	4.42873e-05
AFFX-DapX-5_at	125.728	P	7.00668e-05
AFFX-DapX-M_at	298.644	P	0.000146581
AFFX-DapX-3_at	456.885	P	5.16732e-05
AFFX-LysX-5_at	15.9167	P	0.000580637
AFFX-LysX-M_at	34.4436	P	0.00499819
AFFX-LysX-3_at	56.3403	P	4.42873e-05
AFFX-PheX-5_at	25.8811	P	9.4506e-05
AFFX-PheX-M_at	35.9063	P	0.000258358
AFFX-PheX-3_at	55.0081	P	0.000972149
AFFX-ThrX-5_at	50.7106	P	0.000195116
AFFX-ThrX-M_at	65.7638	P	4.42873e-05
AFFX-ThrX-3_at	141.577	P	4.42873e-05
AFFX-TrpnX-5_at	14.1412	P	0.0166701
AFFX-TrpnX-M_at	1.69937	A	0.852061
AFFX-TrpnX-3_at	4.71535	A	0.440646
AFFX-r2-Ec-bioB-5_at	151.863	P	0.000244141
AFFX-r2-Ec-bioB-M_at	185.571	P	0.000244141
AFFX-r2-Ec-bioB-3_at	171.177	P	0.000244141
AFFX-r2-Ec-bioC-5_at	398.385	P	0.000244141
AFFX-r2-Ec-bioC-3_at	443.951	P	0.000244141
AFFX-r2-Ec-bioD-5_at	1820.03	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2234.94	P	0.000244141
AFFX-r2-P1-cre-5_at	4654.74	P	0.000244141
AFFX-r2-P1-cre-3_at	6552.78	P	0.000244141
AFFX-r2-Bs-dap-5_at	219.486	P	0.000244141
AFFX-r2-Bs-dap-M_at	305.541	P	0.000244141
AFFX-r2-Bs-dap-3_at	479.6	P	0.000244141
AFFX-r2-Bs-lys-5_at	28.6236	P	0.00195313
