ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	51.7647	P	0.00227496
AFFX-BioB-M_at	92.5709	P	0.000445901
AFFX-BioB-3_at	56.2164	P	0.0125468
AFFX-BioC-5_at	61.5596	P	0.000224668
AFFX-BioC-3_at	50.5539	P	0.000258358
AFFX-BioDn-5_at	420.928	P	7.00668e-05
AFFX-BioDn-3_at	866.086	P	0.000224668
AFFX-CreX-5_at	2779.57	P	5.16732e-05
AFFX-CreX-3_at	4207.78	P	4.42873e-05
AFFX-DapX-5_at	239.624	P	6.02111e-05
AFFX-DapX-M_at	499.656	P	0.000662269
AFFX-DapX-3_at	525.429	P	7.00668e-05
AFFX-LysX-5_at	32.8898	P	0.000662269
AFFX-LysX-M_at	47.8033	A	0.0894781
AFFX-LysX-3_at	62.635	P	5.16732e-05
AFFX-PheX-5_at	44.9714	P	0.000195116
AFFX-PheX-M_at	66.8989	P	0.000445901
AFFX-PheX-3_at	76.5321	P	0.000972149
AFFX-ThrX-5_at	74.7775	P	0.000662269
AFFX-ThrX-M_at	87.8961	P	9.4506e-05
AFFX-ThrX-3_at	135.554	P	6.02111e-05
AFFX-TrpnX-5_at	5.43967	A	0.48511
AFFX-TrpnX-M_at	4.82266	A	0.824672
AFFX-TrpnX-3_at	0.93698	A	0.843268
AFFX-r2-Ec-bioB-5_at	60.8941	P	0.000244141
AFFX-r2-Ec-bioB-M_at	105.664	P	0.000244141
AFFX-r2-Ec-bioB-3_at	81.0692	P	0.000732422
AFFX-r2-Ec-bioC-5_at	61.4215	P	0.000244141
AFFX-r2-Ec-bioC-3_at	100.866	P	0.00195313
AFFX-r2-Ec-bioD-5_at	1041.91	P	0.000244141
AFFX-r2-Ec-bioD-3_at	1553.23	P	0.000244141
AFFX-r2-P1-cre-5_at	4513.16	P	0.000244141
AFFX-r2-P1-cre-3_at	6708.9	P	0.000244141
AFFX-r2-Bs-dap-5_at	337.426	P	0.000244141
AFFX-r2-Bs-dap-M_at	444.378	P	0.000244141
AFFX-r2-Bs-dap-3_at	597.927	P	0.000244141
AFFX-r2-Bs-lys-5_at	42.5457	P	0.000732422
AFFX-r2-Bs-lys-M_at	33.684	P	0.000732422
AFFX-r2-Bs-lys-3_at	51.2761	P	0.0185547
AFFX-r2-Bs-phe-5_at	61.6128	P	0.000244141
AFFX-r2-Bs-phe-M_at	77.9077	P	0.000244141
AFFX-r2-Bs-phe-3_at	109.562	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	126.836	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	174.837	P	0.00195313
AFFX-r2-Bs-thr-5_s_at	115.371	P	0.0012207
AFFX-HUMISGF3A/M97935_5_at	263.486	P	7.00668e-05
AFFX-HUMISGF3A/M97935_MA_at	444.54	P	0.000146581
AFFX-HUMISGF3A/M97935_MB_at	370.138	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1098.59	P	7.00668e-05
AFFX-HUMRGE/M10098_5_at	180.765	P	4.42873e-05
AFFX-HUMRGE/M10098_M_at	69.1601	P	0.000662269
AFFX-HUMRGE/M10098_3_at	142.038	P	0.000146581
AFFX-HUMGAPDH/M33197_5_at	6316.22	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	6191.95	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	7059.69	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	9781.5	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	9840.22	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	11190.7	P	4.42873e-05
AFFX-M27830_5_at	313.907	P	6.02111e-05
AFFX-M27830_M_at	1743.94	P	0.00227496
AFFX-M27830_3_at	8.79422	A	0.772364
AFFX-hum_alu_at	13498.8	P	2.6068e-13
1007_s_at	147.999	P	0.0130918
1053_at	135.693	P	0.00160229
117_at	97.5293	P	0.000673102
121_at	150.799	P	0.0218664
1255_g_at	4.31092	A	0.715253
1294_at	372.023	P	0.000959383
1316_at	32.965	A	0.0738301
1320_at	2.76049	A	0.901946
1405_i_at	2286.8	P	0.00049077
1431_at	7.91949	A	0.162935
1438_at	10.8323	A	0.339558
1487_at	145.542	P	0.0439678
1494_f_at	45.3853	P	0.0193035
1598_g_at	72.3744	A	0.127645
160020_at	55.1078	P	0.0351629
1729_at	269.237	P	0.000321521
1773_at	152.263	P	0.00160229
177_at	19.8637	A	0.0738301
179_at	216.976	P	0.0393654
1861_at	79.5428	P	0.00564279
200000_s_at	879.677	P	0.000244141
200001_at	1704.63	P	0.000244141
200002_at	7138.72	P	0.000244141
200003_s_at	13665	P	0.000244141
200004_at	4659.49	P	0.000244141
200005_at	2972.63	P	0.000244141
200006_at	3499.9	P	0.000244141
200007_at	2792.74	P	0.000244141
200008_s_at	1872.03	P	0.000244141
200009_at	3581.3	P	0.000244141
200010_at	11058.5	P	0.000244141
200011_s_at	890.495	P	0.000244141
200012_x_at	8962.93	P	0.000244141
200013_at	9706.94	P	0.000244141
200014_s_at	1445.52	P	0.000244141
200015_s_at	1790.87	P	0.0012207
200016_x_at	7811.7	P	0.000244141
200017_at	11730.6	P	0.000244141
200018_at	11274.4	P	0.000244141
200019_s_at	8525.54	P	0.000244141
200020_at	866.256	P	0.000244141
200021_at	6817.03	P	0.0012207
200022_at	9966.72	P	0.000244141
200023_s_at	3586.44	P	0.000244141
200024_at	8856.42	P	0.000244141
200025_s_at	9789.94	P	0.000244141
200026_at	11080.1	P	0.000244141
200027_at	1552.53	P	0.000244141
200028_s_at	963.324	P	0.000244141
200029_at	10257.7	P	0.000244141
200030_s_at	2904.86	P	0.000244141
200031_s_at	13521.2	P	0.000244141
200032_s_at	12821.9	P	0.000244141
200033_at	6202.03	P	0.000244141
200034_s_at	9529.21	P	0.000244141
200035_at	261.615	P	0.00415039
200036_s_at	6453.63	P	0.000244141
200037_s_at	1627.05	P	0.000244141
200038_s_at	10997.8	P	0.000244141
200039_s_at	919.119	P	0.000244141
200040_at	1623.06	P	0.000244141
200041_s_at	2102.65	P	0.000244141
200042_at	519.781	P	0.000244141
